season,team1,team2,period,secs,prob1,prob1_outcome,prob2,prob2_outcome
2016,Belmont,Michigan State,3,596,0.1,0,0.9,1
2016,Belmont,Michigan State,3,573,0.085,0,0.915,1
2016,Belmont,Michigan State,3,543,0.092,0,0.908,1
2016,Belmont,Michigan State,3,521,0.093,0,0.907,1
2016,Belmont,Michigan State,3,516,0.105,0,0.895,1
2016,Belmont,Michigan State,3,509,0.129,0,0.871,1
2016,Belmont,Michigan State,3,490,0.145,0,0.855,1
2016,Belmont,Michigan State,3,460,0.146,0,0.854,1
2016,Belmont,Michigan State,3,446,0.135,0,0.865,1
2016,Belmont,Michigan State,3,435,0.106,0,0.894,1
2016,Belmont,Michigan State,3,419,0.107,0,0.893,1
2016,Belmont,Michigan State,3,413,0.108,0,0.892,1
2016,Belmont,Michigan State,3,409,0.099,0,0.901,1
2016,Belmont,Michigan State,3,391,0.077,0,0.923,1
2016,Belmont,Michigan State,3,375,0.077,0,0.923,1
2016,Belmont,Michigan State,3,356,0.101,0,0.899,1
2016,Belmont,Michigan State,3,337,0.078,0,0.922,1
2016,Belmont,Michigan State,3,309,0.08,0,0.92,1
2016,Belmont,Michigan State,3,289,0.074,0,0.926,1
2016,Belmont,Michigan State,3,275,0.083,0,0.917,1
2016,Belmont,Michigan State,3,268,0.075,0,0.925,1
2016,Belmont,Michigan State,3,244,0.086,0,0.914,1
2016,Belmont,Michigan State,3,240,0.13,0,0.87,1
2016,Belmont,Michigan State,3,227,0.104,0,0.896,1
2016,Belmont,Michigan State,3,208,0.092,0,0.908,1
2016,Belmont,Michigan State,3,199,0.106,0,0.894,1
2016,Belmont,Michigan State,3,198,0.11,0,0.89,1
2016,Belmont,Michigan State,3,177,0.087,0,0.913,1
2016,Belmont,Michigan State,3,156,0.076,0,0.924,1
2016,Belmont,Michigan State,3,144,0.076,0,0.924,1
2016,Belmont,Michigan State,3,137,0.076,0,0.924,1
2016,Belmont,Michigan State,3,127,0.059,0,0.9410000000000001,1
2016,Belmont,Michigan State,3,121,0.077,0,0.923,1
2016,Belmont,Michigan State,3,102,0.059,0,0.9410000000000001,1
2016,Belmont,Michigan State,3,78,0.094,0,0.906,1
2016,Belmont,Michigan State,3,57,0.105,0,0.895,1
2016,Belmont,Michigan State,3,29,0.109,0,0.891,1
2016,Belmont,Michigan State,3,1,0.076,0,0.924,1
2016,Belmont,Michigan State,3,0,0.072,0,0.928,1
2016,Belmont,Michigan State,4,600,0.067,0,0.933,1
2016,Belmont,Michigan State,4,584,0.036,0,0.964,1
2016,Belmont,Michigan State,4,571,0.031,0,0.969,1
2016,Belmont,Michigan State,4,559,0.027,0,0.973,1
2016,Belmont,Michigan State,4,551,0.016,0,0.984,1
2016,Belmont,Michigan State,4,535,0.014,0,0.986,1
2016,Belmont,Michigan State,4,521,0.014,0,0.986,1
2016,Belmont,Michigan State,4,520,0.013,0,0.987,1
2016,Belmont,Michigan State,4,518,0.008,0,0.992,1
2016,Belmont,Michigan State,4,497,0.01,0,0.99,1
2016,Belmont,Michigan State,4,478,0.01,0,0.99,1
2016,Belmont,Michigan State,4,475,0.012,0,0.988,1
2016,Belmont,Michigan State,4,465,0.02,0,0.98,1
2016,Belmont,Michigan State,4,448,0.022,0,0.978,1
2016,Belmont,Michigan State,4,436,0.022,0,0.978,1
2016,Belmont,Michigan State,4,427,0.019,0,0.981,1
2016,Belmont,Michigan State,4,407,0.013,0,0.987,1
2016,Belmont,Michigan State,4,391,0.018,0,0.982,1
2016,Belmont,Michigan State,4,371,0.021,0,0.979,1
2016,Belmont,Michigan State,4,366,0.021,0,0.979,1
2016,Belmont,Michigan State,4,355,0.018,0,0.982,1
2016,Belmont,Michigan State,4,331,0.01,0,0.99,1
2016,Belmont,Michigan State,4,310,0.013,0,0.987,1
2016,Belmont,Michigan State,4,290,0.009,0,0.991,1
2016,Belmont,Michigan State,4,264,0.007,0,0.993,1
2016,Belmont,Michigan State,4,240,0.005,0,0.995,1
2016,Belmont,Michigan State,4,223,0.004,0,0.996,1
2016,Belmont,Michigan State,4,205,0.004,0,0.996,1
2016,Belmont,Michigan State,4,198,0.004,0,0.996,1
2016,Belmont,Michigan State,4,185,0.003,0,0.997,1
2016,Belmont,Michigan State,4,155,0.001,0,0.999,1
2016,Belmont,Michigan State,4,138,0.002,0,0.998,1
2016,Belmont,Michigan State,4,112,0.002,0,0.998,1
2016,Belmont,Michigan State,4,85,0.002,0,0.998,1
2016,Belmont,Michigan State,4,59,0.002,0,0.998,1
2016,Belmont,Michigan State,4,39,0.001,0,0.999,1
2016,Belmont,Michigan State,4,13,0.001,0,0.999,1
2016,Belmont,Michigan State,4,0,0.0,0,1.0,1
2016,Albany (NY),Florida,1,600,0.498,1,0.502,0
2016,Albany (NY),Florida,1,591,0.498,1,0.502,0
