season,forecast_date,team,make_conf_finals,make_conf_finals_outcome,make_finals,make_finals_outcome,make_playoffs,make_playoffs_outcome,make_second_round,make_second_round_outcome,win_finals,win_finals_outcome
2022,2022-06-26,Ducks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-26,Coyotes,0,0,0,0,0,0,0,0,0,0
2022,2022-06-26,Bruins,0,0,0,0,1,1,0,0,0,0
2022,2022-06-26,Sabres,0,0,0,0,0,0,0,0,0,0
2022,2022-06-26,Hurricanes,0,0,0,0,1,1,1,1,0,0
2022,2022-06-26,Blue Jackets,0,0,0,0,0,0,0,0,0,0
2022,2022-06-26,Flames,0,0,0,0,1,1,1,1,0,0
2022,2022-06-26,Blackhawks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-26,Avalanche,1,1,1,1,1,1,1,1,1,1
2022,2022-06-26,Stars,0,0,0,0,1,1,0,0,0,0
2022,2022-06-26,Red Wings,0,0,0,0,0,0,0,0,0,0
2022,2022-06-26,Oilers,1,1,0,0,1,1,1,1,0,0
2022,2022-06-26,Panthers,0,0,0,0,1,1,1,1,0,0
2022,2022-06-26,Kings,0,0,0,0,1,1,0,0,0,0
2022,2022-06-26,Wild,0,0,0,0,1,1,0,0,0,0
2022,2022-06-26,Canadiens,0,0,0,0,0,0,0,0,0,0
2022,2022-06-26,Devils,0,0,0,0,0,0,0,0,0,0
2022,2022-06-26,Predators,0,0,0,0,1,1,0,0,0,0
2022,2022-06-26,Islanders,0,0,0,0,0,0,0,0,0,0
2022,2022-06-26,Rangers,1,1,0,0,1,1,1,1,0,0
2022,2022-06-26,Senators,0,0,0,0,0,0,0,0,0,0
2022,2022-06-26,Flyers,0,0,0,0,0,0,0,0,0,0
2022,2022-06-26,Penguins,0,0,0,0,1,1,0,0,0,0
2022,2022-06-26,Kraken,0,0,0,0,0,0,0,0,0,0
2022,2022-06-26,Sharks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-26,Blues,0,0,0,0,1,1,1,1,0,0
2022,2022-06-26,Lightning,1,1,1,1,1,1,1,1,0,0
2022,2022-06-26,Maple Leafs,0,0,0,0,1,1,0,0,0,0
2022,2022-06-26,Canucks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-26,Golden Knights,0,0,0,0,0,0,0,0,0,0
2022,2022-06-26,Jets,0,0,0,0,0,0,0,0,0,0
2022,2022-06-26,Capitals,0,0,0,0,1,1,0,0,0,0
2022,2022-06-24,Ducks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-24,Coyotes,0,0,0,0,0,0,0,0,0,0
2022,2022-06-24,Bruins,0,0,0,0,1,1,0,0,0,0
2022,2022-06-24,Sabres,0,0,0,0,0,0,0,0,0,0
2022,2022-06-24,Hurricanes,0,0,0,0,1,1,1,1,0,0
2022,2022-06-24,Blue Jackets,0,0,0,0,0,0,0,0,0,0
2022,2022-06-24,Flames,0,0,0,0,1,1,1,1,0,0
2022,2022-06-24,Blackhawks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-24,Avalanche,1,1,1,1,1,1,1,1,0.79056,1
2022,2022-06-24,Stars,0,0,0,0,1,1,0,0,0,0
2022,2022-06-24,Red Wings,0,0,0,0,0,0,0,0,0,0
2022,2022-06-24,Oilers,1,1,0,0,1,1,1,1,0,0
2022,2022-06-24,Panthers,0,0,0,0,1,1,1,1,0,0
2022,2022-06-24,Kings,0,0,0,0,1,1,0,0,0,0
2022,2022-06-24,Wild,0,0,0,0,1,1,0,0,0,0
2022,2022-06-24,Canadiens,0,0,0,0,0,0,0,0,0,0
2022,2022-06-24,Devils,0,0,0,0,0,0,0,0,0,0
2022,2022-06-24,Predators,0,0,0,0,1,1,0,0,0,0
2022,2022-06-24,Islanders,0,0,0,0,0,0,0,0,0,0
2022,2022-06-24,Rangers,1,1,0,0,1,1,1,1,0,0
2022,2022-06-24,Senators,0,0,0,0,0,0,0,0,0,0
2022,2022-06-24,Flyers,0,0,0,0,0,0,0,0,0,0
2022,2022-06-24,Penguins,0,0,0,0,1,1,0,0,0,0
2022,2022-06-24,Kraken,0,0,0,0,0,0,0,0,0,0
2022,2022-06-24,Sharks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-24,Blues,0,0,0,0,1,1,1,1,0,0
2022,2022-06-24,Lightning,1,1,1,1,1,1,1,1,0.20944,0
2022,2022-06-24,Maple Leafs,0,0,0,0,1,1,0,0,0,0
2022,2022-06-24,Canucks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-24,Golden Knights,0,0,0,0,0,0,0,0,0,0
2022,2022-06-24,Jets,0,0,0,0,0,0,0,0,0,0
2022,2022-06-24,Capitals,0,0,0,0,1,1,0,0,0,0
2022,2022-06-22,Ducks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-22,Coyotes,0,0,0,0,0,0,0,0,0,0
2022,2022-06-22,Bruins,0,0,0,0,1,1,0,0,0,0
2022,2022-06-22,Sabres,0,0,0,0,0,0,0,0,0,0
2022,2022-06-22,Hurricanes,0,0,0,0,1,1,1,1,0,0
2022,2022-06-22,Blue Jackets,0,0,0,0,0,0,0,0,0,0
2022,2022-06-22,Flames,0,0,0,0,1,1,1,1,0,0
2022,2022-06-22,Blackhawks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-22,Avalanche,1,1,1,1,1,1,1,1,0.92478,1
2022,2022-06-22,Stars,0,0,0,0,1,1,0,0,0,0
2022,2022-06-22,Red Wings,0,0,0,0,0,0,0,0,0,0
2022,2022-06-22,Oilers,1,1,0,0,1,1,1,1,0,0
2022,2022-06-22,Panthers,0,0,0,0,1,1,1,1,0,0
2022,2022-06-22,Kings,0,0,0,0,1,1,0,0,0,0
2022,2022-06-22,Wild,0,0,0,0,1,1,0,0,0,0
2022,2022-06-22,Canadiens,0,0,0,0,0,0,0,0,0,0
2022,2022-06-22,Devils,0,0,0,0,0,0,0,0,0,0
2022,2022-06-22,Predators,0,0,0,0,1,1,0,0,0,0
2022,2022-06-22,Islanders,0,0,0,0,0,0,0,0,0,0
2022,2022-06-22,Rangers,1,1,0,0,1,1,1,1,0,0
2022,2022-06-22,Senators,0,0,0,0,0,0,0,0,0,0
2022,2022-06-22,Flyers,0,0,0,0,0,0,0,0,0,0
2022,2022-06-22,Penguins,0,0,0,0,1,1,0,0,0,0
2022,2022-06-22,Kraken,0,0,0,0,0,0,0,0,0,0
2022,2022-06-22,Sharks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-22,Blues,0,0,0,0,1,1,1,1,0,0
2022,2022-06-22,Lightning,1,1,1,1,1,1,1,1,0.07522,0
2022,2022-06-22,Maple Leafs,0,0,0,0,1,1,0,0,0,0
2022,2022-06-22,Canucks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-22,Golden Knights,0,0,0,0,0,0,0,0,0,0
2022,2022-06-22,Jets,0,0,0,0,0,0,0,0,0,0
2022,2022-06-22,Capitals,0,0,0,0,1,1,0,0,0,0
2022,2022-06-20,Ducks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-20,Coyotes,0,0,0,0,0,0,0,0,0,0
2022,2022-06-20,Bruins,0,0,0,0,1,1,0,0,0,0
2022,2022-06-20,Sabres,0,0,0,0,0,0,0,0,0,0
2022,2022-06-20,Hurricanes,0,0,0,0,1,1,1,1,0,0
2022,2022-06-20,Blue Jackets,0,0,0,0,0,0,0,0,0,0
2022,2022-06-20,Flames,0,0,0,0,1,1,1,1,0,0
2022,2022-06-20,Blackhawks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-20,Avalanche,1,1,1,1,1,1,1,1,0.75242,1
2022,2022-06-20,Stars,0,0,0,0,1,1,0,0,0,0
2022,2022-06-20,Red Wings,0,0,0,0,0,0,0,0,0,0
2022,2022-06-20,Oilers,1,1,0,0,1,1,1,1,0,0
2022,2022-06-20,Panthers,0,0,0,0,1,1,1,1,0,0
2022,2022-06-20,Kings,0,0,0,0,1,1,0,0,0,0
2022,2022-06-20,Wild,0,0,0,0,1,1,0,0,0,0
2022,2022-06-20,Canadiens,0,0,0,0,0,0,0,0,0,0
2022,2022-06-20,Devils,0,0,0,0,0,0,0,0,0,0
2022,2022-06-20,Predators,0,0,0,0,1,1,0,0,0,0
2022,2022-06-20,Islanders,0,0,0,0,0,0,0,0,0,0
2022,2022-06-20,Rangers,1,1,0,0,1,1,1,1,0,0
2022,2022-06-20,Senators,0,0,0,0,0,0,0,0,0,0
2022,2022-06-20,Flyers,0,0,0,0,0,0,0,0,0,0
2022,2022-06-20,Penguins,0,0,0,0,1,1,0,0,0,0
2022,2022-06-20,Kraken,0,0,0,0,0,0,0,0,0,0
2022,2022-06-20,Sharks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-20,Blues,0,0,0,0,1,1,1,1,0,0
2022,2022-06-20,Lightning,1,1,1,1,1,1,1,1,0.24758,0
2022,2022-06-20,Maple Leafs,0,0,0,0,1,1,0,0,0,0
2022,2022-06-20,Canucks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-20,Golden Knights,0,0,0,0,0,0,0,0,0,0
2022,2022-06-20,Jets,0,0,0,0,0,0,0,0,0,0
2022,2022-06-20,Capitals,0,0,0,0,1,1,0,0,0,0
2022,2022-06-18,Ducks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-18,Coyotes,0,0,0,0,0,0,0,0,0,0
2022,2022-06-18,Bruins,0,0,0,0,1,1,0,0,0,0
2022,2022-06-18,Sabres,0,0,0,0,0,0,0,0,0,0
2022,2022-06-18,Hurricanes,0,0,0,0,1,1,1,1,0,0
2022,2022-06-18,Blue Jackets,0,0,0,0,0,0,0,0,0,0
2022,2022-06-18,Flames,0,0,0,0,1,1,1,1,0,0
2022,2022-06-18,Blackhawks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-18,Avalanche,1,1,1,1,1,1,1,1,0.85712,1
2022,2022-06-18,Stars,0,0,0,0,1,1,0,0,0,0
2022,2022-06-18,Red Wings,0,0,0,0,0,0,0,0,0,0
2022,2022-06-18,Oilers,1,1,0,0,1,1,1,1,0,0
2022,2022-06-18,Panthers,0,0,0,0,1,1,1,1,0,0
2022,2022-06-18,Kings,0,0,0,0,1,1,0,0,0,0
2022,2022-06-18,Wild,0,0,0,0,1,1,0,0,0,0
2022,2022-06-18,Canadiens,0,0,0,0,0,0,0,0,0,0
2022,2022-06-18,Devils,0,0,0,0,0,0,0,0,0,0
2022,2022-06-18,Predators,0,0,0,0,1,1,0,0,0,0
2022,2022-06-18,Islanders,0,0,0,0,0,0,0,0,0,0
2022,2022-06-18,Rangers,1,1,0,0,1,1,1,1,0,0
2022,2022-06-18,Senators,0,0,0,0,0,0,0,0,0,0
2022,2022-06-18,Flyers,0,0,0,0,0,0,0,0,0,0
2022,2022-06-18,Penguins,0,0,0,0,1,1,0,0,0,0
2022,2022-06-18,Kraken,0,0,0,0,0,0,0,0,0,0
2022,2022-06-18,Sharks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-18,Blues,0,0,0,0,1,1,1,1,0,0
2022,2022-06-18,Lightning,1,1,1,1,1,1,1,1,0.14288,0
2022,2022-06-18,Maple Leafs,0,0,0,0,1,1,0,0,0,0
2022,2022-06-18,Canucks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-18,Golden Knights,0,0,0,0,0,0,0,0,0,0
2022,2022-06-18,Jets,0,0,0,0,0,0,0,0,0,0
2022,2022-06-18,Capitals,0,0,0,0,1,1,0,0,0,0
2022,2022-06-15,Ducks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-15,Coyotes,0,0,0,0,0,0,0,0,0,0
2022,2022-06-15,Bruins,0,0,0,0,1,1,0,0,0,0
2022,2022-06-15,Sabres,0,0,0,0,0,0,0,0,0,0
2022,2022-06-15,Hurricanes,0,0,0,0,1,1,1,1,0,0
2022,2022-06-15,Blue Jackets,0,0,0,0,0,0,0,0,0,0
2022,2022-06-15,Flames,0,0,0,0,1,1,1,1,0,0
2022,2022-06-15,Blackhawks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-15,Avalanche,1,1,1,1,1,1,1,1,0.73224,1
2022,2022-06-15,Stars,0,0,0,0,1,1,0,0,0,0
2022,2022-06-15,Red Wings,0,0,0,0,0,0,0,0,0,0
2022,2022-06-15,Oilers,1,1,0,0,1,1,1,1,0,0
2022,2022-06-15,Panthers,0,0,0,0,1,1,1,1,0,0
2022,2022-06-15,Kings,0,0,0,0,1,1,0,0,0,0
2022,2022-06-15,Wild,0,0,0,0,1,1,0,0,0,0
2022,2022-06-15,Canadiens,0,0,0,0,0,0,0,0,0,0
2022,2022-06-15,Devils,0,0,0,0,0,0,0,0,0,0
2022,2022-06-15,Predators,0,0,0,0,1,1,0,0,0,0
2022,2022-06-15,Islanders,0,0,0,0,0,0,0,0,0,0
2022,2022-06-15,Rangers,1,1,0,0,1,1,1,1,0,0
2022,2022-06-15,Senators,0,0,0,0,0,0,0,0,0,0
2022,2022-06-15,Flyers,0,0,0,0,0,0,0,0,0,0
2022,2022-06-15,Penguins,0,0,0,0,1,1,0,0,0,0
2022,2022-06-15,Kraken,0,0,0,0,0,0,0,0,0,0
2022,2022-06-15,Sharks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-15,Blues,0,0,0,0,1,1,1,1,0,0
2022,2022-06-15,Lightning,1,1,1,1,1,1,1,1,0.26776,0
2022,2022-06-15,Maple Leafs,0,0,0,0,1,1,0,0,0,0
2022,2022-06-15,Canucks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-15,Golden Knights,0,0,0,0,0,0,0,0,0,0
2022,2022-06-15,Jets,0,0,0,0,0,0,0,0,0,0
2022,2022-06-15,Capitals,0,0,0,0,1,1,0,0,0,0
2022,2022-06-11,Ducks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-11,Coyotes,0,0,0,0,0,0,0,0,0,0
2022,2022-06-11,Bruins,0,0,0,0,1,1,0,0,0,0
2022,2022-06-11,Sabres,0,0,0,0,0,0,0,0,0,0
2022,2022-06-11,Hurricanes,0,0,0,0,1,1,1,1,0,0
2022,2022-06-11,Blue Jackets,0,0,0,0,0,0,0,0,0,0
2022,2022-06-11,Flames,0,0,0,0,1,1,1,1,0,0
2022,2022-06-11,Blackhawks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-11,Avalanche,1,1,1,1,1,1,1,1,0.61952,1
2022,2022-06-11,Stars,0,0,0,0,1,1,0,0,0,0
2022,2022-06-11,Red Wings,0,0,0,0,0,0,0,0,0,0
2022,2022-06-11,Oilers,1,1,0,0,1,1,1,1,0,0
2022,2022-06-11,Panthers,0,0,0,0,1,1,1,1,0,0
2022,2022-06-11,Kings,0,0,0,0,1,1,0,0,0,0
2022,2022-06-11,Wild,0,0,0,0,1,1,0,0,0,0
2022,2022-06-11,Canadiens,0,0,0,0,0,0,0,0,0,0
2022,2022-06-11,Devils,0,0,0,0,0,0,0,0,0,0
2022,2022-06-11,Predators,0,0,0,0,1,1,0,0,0,0
2022,2022-06-11,Islanders,0,0,0,0,0,0,0,0,0,0
2022,2022-06-11,Rangers,1,1,0,0,1,1,1,1,0,0
2022,2022-06-11,Senators,0,0,0,0,0,0,0,0,0,0
2022,2022-06-11,Flyers,0,0,0,0,0,0,0,0,0,0
2022,2022-06-11,Penguins,0,0,0,0,1,1,0,0,0,0
2022,2022-06-11,Kraken,0,0,0,0,0,0,0,0,0,0
2022,2022-06-11,Sharks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-11,Blues,0,0,0,0,1,1,1,1,0,0
2022,2022-06-11,Lightning,1,1,1,1,1,1,1,1,0.38048,0
2022,2022-06-11,Maple Leafs,0,0,0,0,1,1,0,0,0,0
2022,2022-06-11,Canucks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-11,Golden Knights,0,0,0,0,0,0,0,0,0,0
2022,2022-06-11,Jets,0,0,0,0,0,0,0,0,0,0
2022,2022-06-11,Capitals,0,0,0,0,1,1,0,0,0,0
2022,2022-06-09,Ducks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-09,Coyotes,0,0,0,0,0,0,0,0,0,0
2022,2022-06-09,Bruins,0,0,0,0,1,1,0,0,0,0
2022,2022-06-09,Sabres,0,0,0,0,0,0,0,0,0,0
2022,2022-06-09,Hurricanes,0,0,0,0,1,1,1,1,0,0
2022,2022-06-09,Blue Jackets,0,0,0,0,0,0,0,0,0,0
2022,2022-06-09,Flames,0,0,0,0,1,1,1,1,0,0
2022,2022-06-09,Blackhawks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-09,Avalanche,1,1,1,1,1,1,1,1,0.63026,1
2022,2022-06-09,Stars,0,0,0,0,1,1,0,0,0,0
2022,2022-06-09,Red Wings,0,0,0,0,0,0,0,0,0,0
2022,2022-06-09,Oilers,1,1,0,0,1,1,1,1,0,0
2022,2022-06-09,Panthers,0,0,0,0,1,1,1,1,0,0
2022,2022-06-09,Kings,0,0,0,0,1,1,0,0,0,0
2022,2022-06-09,Wild,0,0,0,0,1,1,0,0,0,0
2022,2022-06-09,Canadiens,0,0,0,0,0,0,0,0,0,0
2022,2022-06-09,Devils,0,0,0,0,0,0,0,0,0,0
2022,2022-06-09,Predators,0,0,0,0,1,1,0,0,0,0
2022,2022-06-09,Islanders,0,0,0,0,0,0,0,0,0,0
2022,2022-06-09,Rangers,1,1,0.19854,0,1,1,1,1,0.05932,0
2022,2022-06-09,Senators,0,0,0,0,0,0,0,0,0,0
2022,2022-06-09,Flyers,0,0,0,0,0,0,0,0,0,0
2022,2022-06-09,Penguins,0,0,0,0,1,1,0,0,0,0
2022,2022-06-09,Kraken,0,0,0,0,0,0,0,0,0,0
2022,2022-06-09,Sharks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-09,Blues,0,0,0,0,1,1,1,1,0,0
2022,2022-06-09,Lightning,1,1,0.80146,1,1,1,1,1,0.31042,0
2022,2022-06-09,Maple Leafs,0,0,0,0,1,1,0,0,0,0
2022,2022-06-09,Canucks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-09,Golden Knights,0,0,0,0,0,0,0,0,0,0
2022,2022-06-09,Jets,0,0,0,0,0,0,0,0,0,0
2022,2022-06-09,Capitals,0,0,0,0,1,1,0,0,0,0
2022,2022-06-07,Ducks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-07,Coyotes,0,0,0,0,0,0,0,0,0,0
2022,2022-06-07,Bruins,0,0,0,0,1,1,0,0,0,0
2022,2022-06-07,Sabres,0,0,0,0,0,0,0,0,0,0
2022,2022-06-07,Hurricanes,0,0,0,0,1,1,1,1,0,0
2022,2022-06-07,Blue Jackets,0,0,0,0,0,0,0,0,0,0
2022,2022-06-07,Flames,0,0,0,0,1,1,1,1,0,0
2022,2022-06-07,Blackhawks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-07,Avalanche,1,1,1,1,1,1,1,1,0.65404,1
2022,2022-06-07,Stars,0,0,0,0,1,1,0,0,0,0
2022,2022-06-07,Red Wings,0,0,0,0,0,0,0,0,0,0
2022,2022-06-07,Oilers,1,1,0,0,1,1,1,1,0,0
2022,2022-06-07,Panthers,0,0,0,0,1,1,1,1,0,0
2022,2022-06-07,Kings,0,0,0,0,1,1,0,0,0,0
2022,2022-06-07,Wild,0,0,0,0,1,1,0,0,0,0
2022,2022-06-07,Canadiens,0,0,0,0,0,0,0,0,0,0
2022,2022-06-07,Devils,0,0,0,0,0,0,0,0,0,0
2022,2022-06-07,Predators,0,0,0,0,1,1,0,0,0,0
2022,2022-06-07,Islanders,0,0,0,0,0,0,0,0,0,0
2022,2022-06-07,Rangers,1,1,0.48952,0,1,1,1,1,0.15176,0
2022,2022-06-07,Senators,0,0,0,0,0,0,0,0,0,0
2022,2022-06-07,Flyers,0,0,0,0,0,0,0,0,0,0
2022,2022-06-07,Penguins,0,0,0,0,1,1,0,0,0,0
2022,2022-06-07,Kraken,0,0,0,0,0,0,0,0,0,0
2022,2022-06-07,Sharks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-07,Blues,0,0,0,0,1,1,1,1,0,0
2022,2022-06-07,Lightning,1,1,0.51048,1,1,1,1,1,0.1942,0
2022,2022-06-07,Maple Leafs,0,0,0,0,1,1,0,0,0,0
2022,2022-06-07,Canucks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-07,Golden Knights,0,0,0,0,0,0,0,0,0,0
2022,2022-06-07,Jets,0,0,0,0,0,0,0,0,0,0
2022,2022-06-07,Capitals,0,0,0,0,1,1,0,0,0,0
2022,2022-06-06,Ducks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-06,Coyotes,0,0,0,0,0,0,0,0,0,0
2022,2022-06-06,Bruins,0,0,0,0,1,1,0,0,0,0
2022,2022-06-06,Sabres,0,0,0,0,0,0,0,0,0,0
2022,2022-06-06,Hurricanes,0,0,0,0,1,1,1,1,0,0
2022,2022-06-06,Blue Jackets,0,0,0,0,0,0,0,0,0,0
2022,2022-06-06,Flames,0,0,0,0,1,1,1,1,0,0
2022,2022-06-06,Blackhawks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-06,Avalanche,1,1,1,1,1,1,1,1,0.65968,1
2022,2022-06-06,Stars,0,0,0,0,1,1,0,0,0,0
2022,2022-06-06,Red Wings,0,0,0,0,0,0,0,0,0,0
2022,2022-06-06,Oilers,1,1,0,0,1,1,1,1,0,0
2022,2022-06-06,Panthers,0,0,0,0,1,1,1,1,0,0
2022,2022-06-06,Kings,0,0,0,0,1,1,0,0,0,0
2022,2022-06-06,Wild,0,0,0,0,1,1,0,0,0,0
2022,2022-06-06,Canadiens,0,0,0,0,0,0,0,0,0,0
2022,2022-06-06,Devils,0,0,0,0,0,0,0,0,0,0
2022,2022-06-06,Predators,0,0,0,0,1,1,0,0,0,0
2022,2022-06-06,Islanders,0,0,0,0,0,0,0,0,0,0
2022,2022-06-06,Rangers,1,1,0.6491,0,1,1,1,1,0.20652,0
2022,2022-06-06,Senators,0,0,0,0,0,0,0,0,0,0
2022,2022-06-06,Flyers,0,0,0,0,0,0,0,0,0,0
2022,2022-06-06,Penguins,0,0,0,0,1,1,0,0,0,0
2022,2022-06-06,Kraken,0,0,0,0,0,0,0,0,0,0
2022,2022-06-06,Sharks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-06,Blues,0,0,0,0,1,1,1,1,0,0
2022,2022-06-06,Lightning,1,1,0.3509,1,1,1,1,1,0.1338,0
2022,2022-06-06,Maple Leafs,0,0,0,0,1,1,0,0,0,0
2022,2022-06-06,Canucks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-06,Golden Knights,0,0,0,0,0,0,0,0,0,0
2022,2022-06-06,Jets,0,0,0,0,0,0,0,0,0,0
2022,2022-06-06,Capitals,0,0,0,0,1,1,0,0,0,0
2022,2022-06-05,Ducks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-05,Coyotes,0,0,0,0,0,0,0,0,0,0
2022,2022-06-05,Bruins,0,0,0,0,1,1,0,0,0,0
2022,2022-06-05,Sabres,0,0,0,0,0,0,0,0,0,0
2022,2022-06-05,Hurricanes,0,0,0,0,1,1,1,1,0,0
2022,2022-06-05,Blue Jackets,0,0,0,0,0,0,0,0,0,0
2022,2022-06-05,Flames,0,0,0,0,1,1,1,1,0,0
2022,2022-06-05,Blackhawks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-05,Avalanche,1,1,0.9738,1,1,1,1,1,0.63594,1
2022,2022-06-05,Stars,0,0,0,0,1,1,0,0,0,0
2022,2022-06-05,Red Wings,0,0,0,0,0,0,0,0,0,0
2022,2022-06-05,Oilers,1,1,0.0262,0,1,1,1,1,0.01082,0
2022,2022-06-05,Panthers,0,0,0,0,1,1,1,1,0,0
2022,2022-06-05,Kings,0,0,0,0,1,1,0,0,0,0
2022,2022-06-05,Wild,0,0,0,0,1,1,0,0,0,0
2022,2022-06-05,Canadiens,0,0,0,0,0,0,0,0,0,0
2022,2022-06-05,Devils,0,0,0,0,0,0,0,0,0,0
2022,2022-06-05,Predators,0,0,0,0,1,1,0,0,0,0
2022,2022-06-05,Islanders,0,0,0,0,0,0,0,0,0,0
2022,2022-06-05,Rangers,1,1,0.64346,0,1,1,1,1,0.21432,0
2022,2022-06-05,Senators,0,0,0,0,0,0,0,0,0,0
2022,2022-06-05,Flyers,0,0,0,0,0,0,0,0,0,0
2022,2022-06-05,Penguins,0,0,0,0,1,1,0,0,0,0
2022,2022-06-05,Kraken,0,0,0,0,0,0,0,0,0,0
2022,2022-06-05,Sharks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-05,Blues,0,0,0,0,1,1,1,1,0,0
2022,2022-06-05,Lightning,1,1,0.35654,1,1,1,1,1,0.13892,0
2022,2022-06-05,Maple Leafs,0,0,0,0,1,1,0,0,0,0
2022,2022-06-05,Canucks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-05,Golden Knights,0,0,0,0,0,0,0,0,0,0
2022,2022-06-05,Jets,0,0,0,0,0,0,0,0,0,0
2022,2022-06-05,Capitals,0,0,0,0,1,1,0,0,0,0
2022,2022-06-04,Ducks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-04,Coyotes,0,0,0,0,0,0,0,0,0,0
2022,2022-06-04,Bruins,0,0,0,0,1,1,0,0,0,0
2022,2022-06-04,Sabres,0,0,0,0,0,0,0,0,0,0
2022,2022-06-04,Hurricanes,0,0,0,0,1,1,1,1,0,0
2022,2022-06-04,Blue Jackets,0,0,0,0,0,0,0,0,0,0
2022,2022-06-04,Flames,0,0,0,0,1,1,1,1,0,0
2022,2022-06-04,Blackhawks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-04,Avalanche,1,1,0.97566,1,1,1,1,1,0.64088,1
2022,2022-06-04,Stars,0,0,0,0,1,1,0,0,0,0
2022,2022-06-04,Red Wings,0,0,0,0,0,0,0,0,0,0
2022,2022-06-04,Oilers,1,1,0.02434,0,1,1,1,1,0.01014,0
2022,2022-06-04,Panthers,0,0,0,0,1,1,1,1,0,0
2022,2022-06-04,Kings,0,0,0,0,1,1,0,0,0,0
2022,2022-06-04,Wild,0,0,0,0,1,1,0,0,0,0
2022,2022-06-04,Canadiens,0,0,0,0,0,0,0,0,0,0
2022,2022-06-04,Devils,0,0,0,0,0,0,0,0,0,0
2022,2022-06-04,Predators,0,0,0,0,1,1,0,0,0,0
2022,2022-06-04,Islanders,0,0,0,0,0,0,0,0,0,0
2022,2022-06-04,Rangers,1,1,0.75902,0,1,1,1,1,0.25412,0
2022,2022-06-04,Senators,0,0,0,0,0,0,0,0,0,0
2022,2022-06-04,Flyers,0,0,0,0,0,0,0,0,0,0
2022,2022-06-04,Penguins,0,0,0,0,1,1,0,0,0,0
2022,2022-06-04,Kraken,0,0,0,0,0,0,0,0,0,0
2022,2022-06-04,Sharks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-04,Blues,0,0,0,0,1,1,1,1,0,0
2022,2022-06-04,Lightning,1,1,0.24098,1,1,1,1,1,0.09486,0
2022,2022-06-04,Maple Leafs,0,0,0,0,1,1,0,0,0,0
2022,2022-06-04,Canucks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-04,Golden Knights,0,0,0,0,0,0,0,0,0,0
2022,2022-06-04,Jets,0,0,0,0,0,0,0,0,0,0
2022,2022-06-04,Capitals,0,0,0,0,1,1,0,0,0,0
2022,2022-06-03,Ducks,0,0,0,0,0,0,0,0,0,0
2022,2022-06-03,Coyotes,0,0,0,0,0,0,0,0,0,0
2022,2022-06-03,Bruins,0,0,0,0,1,1,0,0,0,0
2022,2022-06-03,Sabres,0,0,0,0,0,0,0,0,0,0
2022,2022-06-03,Hurricanes,0,0,0,0,1,1,1,1,0,0
2022,2022-06-03,Blue Jackets,0,0,0,0,0,0,0,0,0,0
2022,2022-06-03,Flames,0,0,0,0,1,1,1,1,0,0
