season,forecast_date,team,make_conf_finals,make_conf_finals_outcome,make_finals,make_finals_outcome,make_playoffs,make_playoffs_outcome,make_second_round,make_second_round_outcome,win_finals,win_finals_outcome
2022,2022-01-24,Flames,0.19974,0,0.06896,0,0.83452,1,0.4545,1,0.02402,0
2022,2022-01-24,Blackhawks,0.00084,0,0.00042,0,0.01406,0,0.0027,0,6.0e-05,0
2022,2022-01-24,Avalanche,0.51668,1,0.36464,1,0.99968,1,0.77112,1,0.21354,1
2022,2022-01-24,Stars,0.0575,0,0.02376,0,0.50032,1,0.14226,0,0.00846,0
2022,2022-01-24,Red Wings,0.00044,0,0.00016,0,0.01208,0,0.00206,0,2.0e-05,0
2022,2022-01-24,Oilers,0.08572,1,0.02774,0,0.4534,1,0.20754,1,0.00906,0
2022,2022-01-24,Panthers,0.2621,0,0.13236,0,0.99624,1,0.53264,1,0.07012,0
2022,2022-01-24,Kings,0.05984,0,0.01622,0,0.43218,1,0.16722,0,0.00424,0
2022,2022-01-24,Wild,0.22488,0,0.12548,0,0.97872,1,0.51892,0,0.05614,0
2022,2022-01-24,Canadiens,0,0,0,0,4.0e-05,0,0,0,0,0
2022,2022-01-24,Devils,0.00012,0,2.0e-05,0,0.00228,0,0.00038,0,0,0
2022,2022-01-24,Predators,0.1457,0,0.06528,0,0.90268,1,0.35302,0,0.0248,0
2022,2022-01-24,Islanders,0.0285,0,0.01232,0,0.21006,0,0.06856,0,0.00534,0
2022,2022-01-24,Rangers,0.20016,1,0.09084,0,0.98712,1,0.4563,1,0.04436,0
2022,2022-01-24,Senators,0.00032,0,0.0002,0,0.00664,0,0.00134,0,6.0e-05,0
2022,2022-01-24,Flyers,8.0e-05,0,0,0,0.00118,0,0.00022,0,0,0
2022,2022-01-24,Penguins,0.27456,0,0.13698,0,0.98596,1,0.53778,0,0.07364,0
2022,2022-01-24,Kraken,0.00018,0,4.0e-05,0,0.0011,0,0.00058,0,0,0
2022,2022-01-24,Sharks,0.01498,0,0.0039,0,0.13796,0,0.04692,0,0.00112,0
2022,2022-01-24,Blues,0.17116,0,0.08382,0,0.95712,1,0.41544,1,0.03428,0
2022,2022-01-24,Lightning,0.32362,1,0.17618,1,0.9958,1,0.58188,1,0.0986,0
2022,2022-01-24,Maple Leafs,0.24172,0,0.11836,0,0.9862,1,0.49316,0,0.06222,0
2022,2022-01-24,Canucks,0.02552,0,0.00768,0,0.16504,0,0.0668,0,0.0021,0
2022,2022-01-24,Golden Knights,0.42248,0,0.18708,0,0.9497,0,0.64506,0,0.08618,0
2022,2022-01-24,Jets,0.03898,0,0.0163,0,0.3438,0,0.0961,0,0.00552,0
2022,2022-01-24,Capitals,0.13278,0,0.0544,0,0.87632,1,0.31764,0,0.024,0
2022,2022-01-23,Ducks,0.02838,0,0.00606,0,0.26318,0,0.09114,0,0.00128,0
2022,2022-01-23,Coyotes,0,0,0,0,0,0,0,0,0,0
2022,2022-01-23,Bruins,0.20298,0,0.09912,0,0.94914,1,0.41842,0,0.05168,0
2022,2022-01-23,Sabres,0,0,0,0,0.00016,0,2.0e-05,0,0,0
2022,2022-01-23,Hurricanes,0.35478,0,0.19018,0,0.99532,1,0.61432,1,0.10914,0
2022,2022-01-23,Blue Jackets,0.00132,0,0.00038,0,0.01906,0,0.00382,0,0.00012,0
2022,2022-01-23,Flames,0.18154,0,0.06046,0,0.794,1,0.42246,1,0.0208,0
2022,2022-01-23,Blackhawks,0.00152,0,0.00058,0,0.02138,0,0.0041,0,0.0001,0
2022,2022-01-23,Avalanche,0.5076,1,0.361,1,0.99938,1,0.76324,1,0.20798,1
2022,2022-01-23,Stars,0.05142,0,0.02022,0,0.44924,1,0.12648,0,0.00666,0
2022,2022-01-23,Red Wings,0.00052,0,4.0e-05,0,0.0111,0,0.00182,0,2.0e-05,0
2022,2022-01-23,Oilers,0.09684,1,0.03036,0,0.48408,1,0.22696,1,0.00968,0
2022,2022-01-23,Panthers,0.2574,0,0.1341,0,0.99608,1,0.52536,1,0.07018,0
2022,2022-01-23,Kings,0.06886,0,0.0184,0,0.473,1,0.18752,0,0.00512,0
2022,2022-01-23,Wild,0.21678,0,0.12018,0,0.97382,1,0.49382,0,0.05324,0
2022,2022-01-23,Canadiens,0,0,0,0,4.0e-05,0,0,0,0,0
2022,2022-01-23,Devils,0.00028,0,0.00012,0,0.0024,0,0.00052,0,4.0e-05,0
2022,2022-01-23,Predators,0.15278,0,0.06834,0,0.9141,1,0.35968,0,0.02566,0
2022,2022-01-23,Islanders,0.02318,0,0.01012,0,0.1689,0,0.05548,0,0.00428,0
2022,2022-01-23,Rangers,0.1971,1,0.08838,0,0.98142,1,0.44556,1,0.04302,0
2022,2022-01-23,Senators,0.00032,0,0.00014,0,0.00568,0,0.00116,0,2.0e-05,0
2022,2022-01-23,Flyers,8.0e-05,0,4.0e-05,0,0.00184,0,0.0003,0,2.0e-05,0
2022,2022-01-23,Penguins,0.26614,0,0.13194,0,0.9835,1,0.53012,0,0.06966,0
2022,2022-01-23,Kraken,0.0002,0,0.0001,0,0.0013,0,0.00046,0,4.0e-05,0
2022,2022-01-23,Sharks,0.0186,0,0.00426,0,0.15728,0,0.05552,0,0.00096,0
2022,2022-01-23,Blues,0.19552,0,0.10592,0,0.97448,1,0.46212,1,0.04584,0
2022,2022-01-23,Lightning,0.3154,1,0.17022,1,0.9949,1,0.57824,1,0.0964,0
2022,2022-01-23,Maple Leafs,0.23878,0,0.11728,0,0.985,1,0.4866,0,0.06058,0
2022,2022-01-23,Canucks,0.02968,0,0.00814,0,0.1897,0,0.07834,0,0.0026,0
2022,2022-01-23,Golden Knights,0.40594,0,0.1786,0,0.9352,0,0.62082,0,0.08194,0
2022,2022-01-23,Jets,0.04434,0,0.01738,0,0.36986,0,0.10734,0,0.00534,0
2022,2022-01-23,Capitals,0.14172,0,0.05794,0,0.90546,1,0.33826,0,0.0276,0
2022,2022-01-22,Ducks,0.02746,0,0.00698,0,0.26036,0,0.08752,0,0.0019,0
2022,2022-01-22,Coyotes,0,0,0,0,2.0e-05,0,0,0,0,0
2022,2022-01-22,Bruins,0.20162,0,0.09806,0,0.94776,1,0.4159,0,0.05052,0
2022,2022-01-22,Sabres,0,0,0,0,0.0003,0,0.0001,0,0,0
2022,2022-01-22,Hurricanes,0.3559,0,0.18962,0,0.99488,1,0.61562,1,0.10866,0
2022,2022-01-22,Blue Jackets,0.00224,0,0.0007,0,0.03328,0,0.00668,0,0.00016,0
2022,2022-01-22,Flames,0.18038,0,0.05984,0,0.79818,1,0.42426,1,0.02106,0
2022,2022-01-22,Blackhawks,0.0018,0,0.00056,0,0.02236,0,0.00448,0,0.00012,0
2022,2022-01-22,Avalanche,0.50878,1,0.35664,1,0.99934,1,0.76748,1,0.20382,1
2022,2022-01-22,Stars,0.05238,0,0.02096,0,0.44756,1,0.128,0,0.00686,0
2022,2022-01-22,Red Wings,0.00036,0,0.00012,0,0.00946,0,0.00158,0,8.0e-05,0
2022,2022-01-22,Oilers,0.09196,1,0.03024,0,0.48512,1,0.2255,1,0.00992,0
2022,2022-01-22,Panthers,0.28084,0,0.14768,0,0.99792,1,0.55652,1,0.08124,0
2022,2022-01-22,Kings,0.0596,0,0.01692,0,0.40382,1,0.1615,0,0.00462,0
2022,2022-01-22,Wild,0.2206,0,0.12338,0,0.97324,1,0.50418,0,0.05436,0
2022,2022-01-22,Canadiens,0,0,0,0,2.0e-05,0,2.0e-05,0,0,0
2022,2022-01-22,Devils,0.00024,0,8.0e-05,0,0.00348,0,0.00068,0,4.0e-05,0
2022,2022-01-22,Predators,0.15384,0,0.06908,0,0.91664,1,0.36106,0,0.0265,0
2022,2022-01-22,Islanders,0.02446,0,0.00958,0,0.1687,0,0.0566,0,0.00418,0
2022,2022-01-22,Rangers,0.19342,1,0.08468,0,0.98072,1,0.4456,1,0.04204,0
2022,2022-01-22,Senators,0.00026,0,0.0001,0,0.0033,0,0.00072,0,4.0e-05,0
2022,2022-01-22,Flyers,0.00026,0,8.0e-05,0,0.00162,0,0.00052,0,6.0e-05,0
2022,2022-01-22,Penguins,0.26046,0,0.12844,0,0.97726,1,0.51474,0,0.07012,0
2022,2022-01-22,Kraken,0.0001,0,6.0e-05,0,0.0008,0,0.00034,0,2.0e-05,0
2022,2022-01-22,Sharks,0.01826,0,0.00492,0,0.1614,0,0.05486,0,0.00106,0
2022,2022-01-22,Blues,0.18274,0,0.094,0,0.95982,1,0.43336,1,0.03748,0
2022,2022-01-22,Lightning,0.30992,1,0.1684,1,0.99492,1,0.56834,1,0.09634,0
2022,2022-01-22,Maple Leafs,0.22936,0,0.11472,0,0.98526,1,0.47742,0,0.06038,0
2022,2022-01-22,Canucks,0.0413,0,0.01152,0,0.2564,0,0.1076,0,0.0035,0
2022,2022-01-22,Golden Knights,0.41602,0,0.18748,0,0.93714,0,0.62914,0,0.08202,0
2022,2022-01-22,Jets,0.04478,0,0.01742,0,0.3778,0,0.11072,0,0.00566,0
2022,2022-01-22,Capitals,0.14066,0,0.05774,0,0.90112,1,0.33896,0,0.02724,0
2022,2022-01-21,Ducks,0.0269,0,0.00614,0,0.25434,0,0.08628,0,0.00172,0
2022,2022-01-21,Coyotes,0,0,0,0,0.00012,0,2.0e-05,0,0,0
2022,2022-01-21,Bruins,0.19656,0,0.09552,0,0.92286,1,0.40858,0,0.04852,0
2022,2022-01-21,Sabres,0,0,0,0,0.00014,0,2.0e-05,0,0,0
2022,2022-01-21,Hurricanes,0.392,0,0.21898,0,0.99688,1,0.65278,1,0.12896,0
2022,2022-01-21,Blue Jackets,0.00206,0,0.00074,0,0.03352,0,0.00672,0,0.00024,0
2022,2022-01-21,Flames,0.19908,0,0.06992,0,0.83538,1,0.45176,1,0.02482,0
2022,2022-01-21,Blackhawks,0.00168,0,0.00056,0,0.0218,0,0.00486,0,0.00012,0
2022,2022-01-21,Avalanche,0.50896,1,0.35678,1,0.9992,1,0.7626,1,0.20496,1
2022,2022-01-21,Stars,0.05166,0,0.0212,0,0.44264,1,0.1284,0,0.00736,0
2022,2022-01-21,Red Wings,0.00072,0,0.00024,0,0.0155,0,0.00216,0,8.0e-05,0
2022,2022-01-21,Oilers,0.0765,1,0.02484,0,0.41058,1,0.18558,1,0.00856,0
2022,2022-01-21,Panthers,0.29414,0,0.15118,0,0.99692,1,0.56982,1,0.08224,0
2022,2022-01-21,Kings,0.05796,0,0.01626,0,0.39936,1,0.15912,0,0.00464,0
2022,2022-01-21,Wild,0.21584,0,0.11928,0,0.96538,1,0.49532,0,0.05112,0
2022,2022-01-21,Canadiens,0,0,0,0,6.0e-05,0,2.0e-05,0,0,0
2022,2022-01-21,Devils,0.00012,0,4.0e-05,0,0.00216,0,0.00036,0,0,0
2022,2022-01-21,Predators,0.146,0,0.0632,0,0.88734,1,0.34836,0,0.02348,0
2022,2022-01-21,Islanders,0.03378,0,0.01394,0,0.2531,0,0.0834,0,0.00626,0
2022,2022-01-21,Rangers,0.18158,1,0.07914,0,0.97228,1,0.42684,1,0.03866,0
2022,2022-01-21,Senators,0.00036,0,0.0002,0,0.00458,0,0.00088,0,0.00012,0
2022,2022-01-21,Flyers,0.0003,0,0.00012,0,0.00404,0,0.00076,0,0,0
2022,2022-01-21,Penguins,0.25408,0,0.12564,0,0.97362,1,0.51796,0,0.06812,0
2022,2022-01-21,Kraken,0.00018,0,6.0e-05,0,0.00078,0,0.00034,0,4.0e-05,0
2022,2022-01-21,Sharks,0.02442,0,0.00566,0,0.21264,0,0.07456,0,0.00158,0
2022,2022-01-21,Blues,0.18428,0,0.09564,0,0.95802,1,0.43924,1,0.03878,0
2022,2022-01-21,Lightning,0.29048,1,0.15132,1,0.99008,1,0.54684,1,0.08386,0
2022,2022-01-21,Maple Leafs,0.2207,0,0.10798,0,0.97204,1,0.45978,0,0.05664,0
2022,2022-01-21,Canucks,0.04066,0,0.0122,0,0.25088,0,0.10404,0,0.00348,0
2022,2022-01-21,Golden Knights,0.41192,0,0.18604,0,0.9329,0,0.62956,0,0.08274,0
2022,2022-01-21,Jets,0.05396,0,0.02222,0,0.42864,0,0.12996,0,0.00784,0
2022,2022-01-21,Capitals,0.13312,0,0.05496,0,0.86222,1,0.32308,0,0.02506,0
2022,2022-01-20,Ducks,0.01978,0,0.00462,0,0.19362,0,0.06274,0,0.00126,0
2022,2022-01-20,Coyotes,2.0e-05,0,2.0e-05,0,0.00018,0,4.0e-05,0,0,0
2022,2022-01-20,Bruins,0.19574,0,0.09302,0,0.92502,1,0.40866,0,0.04822,0
2022,2022-01-20,Sabres,0,0,0,0,0.00022,0,0,0,0,0
2022,2022-01-20,Hurricanes,0.3788,0,0.20886,0,0.99602,1,0.6356,1,0.12212,0
2022,2022-01-20,Blue Jackets,0.00336,0,0.00084,0,0.05232,0,0.01096,0,0.00034,0
2022,2022-01-20,Flames,0.20056,0,0.07204,0,0.84142,1,0.45426,1,0.02542,0
2022,2022-01-20,Blackhawks,0.00326,0,0.0014,0,0.04102,0,0.00862,0,0.00052,0
2022,2022-01-20,Avalanche,0.5221,1,0.36776,1,0.99926,1,0.77338,1,0.20872,1
2022,2022-01-20,Stars,0.04652,0,0.01802,0,0.40026,1,0.11742,0,0.0055,0
2022,2022-01-20,Red Wings,0.00102,0,0.00022,0,0.01656,0,0.00306,0,6.0e-05,0
2022,2022-01-20,Oilers,0.08146,1,0.02614,0,0.42842,1,0.19556,1,0.0086,0
2022,2022-01-20,Panthers,0.27246,0,0.13946,0,0.99578,1,0.54562,1,0.07636,0
2022,2022-01-20,Kings,0.05952,0,0.01584,0,0.40488,1,0.16248,0,0.00444,0
2022,2022-01-20,Wild,0.20218,0,0.10732,0,0.94994,1,0.47136,0,0.04684,0
2022,2022-01-20,Canadiens,0,0,0,0,0,0,0,0,0,0
2022,2022-01-20,Devils,6.0e-05,0,0,0,0.00188,0,0.00032,0,0,0
2022,2022-01-20,Predators,0.14442,0,0.06588,0,0.89902,1,0.35696,0,0.02426,0
2022,2022-01-20,Islanders,0.03016,0,0.01202,0,0.2191,0,0.07308,0,0.00522,0
2022,2022-01-20,Rangers,0.1995,1,0.08892,0,0.97918,1,0.4606,1,0.04416,0
2022,2022-01-20,Senators,0.00028,0,8.0e-05,0,0.00384,0,0.00088,0,4.0e-05,0
2022,2022-01-20,Flyers,0.00022,0,4.0e-05,0,0.0039,0,0.00084,0,2.0e-05,0
2022,2022-01-20,Penguins,0.23698,0,0.11206,0,0.96362,1,0.48624,0,0.05886,0
2022,2022-01-20,Kraken,0.00026,0,0.0001,0,0.00182,0,0.00068,0,6.0e-05,0
2022,2022-01-20,Sharks,0.0262,0,0.00698,0,0.22302,0,0.0779,0,0.00182,0
2022,2022-01-20,Blues,0.1749,0,0.08908,0,0.94312,1,0.42544,1,0.03688,0
2022,2022-01-20,Lightning,0.3279,1,0.18214,1,0.99446,1,0.58512,1,0.10338,0
2022,2022-01-20,Maple Leafs,0.2172,0,0.10758,0,0.9767,1,0.46158,0,0.05584,0
2022,2022-01-20,Canucks,0.0467,0,0.01486,0,0.28434,0,0.11792,0,0.00428,0
2022,2022-01-20,Golden Knights,0.41402,0,0.18582,0,0.93684,0,0.63338,0,0.08376,0
2022,2022-01-20,Jets,0.0581,0,0.02412,0,0.45284,0,0.14186,0,0.00784,0
2022,2022-01-20,Capitals,0.13632,0,0.05476,0,0.8714,1,0.32744,0,0.02518,0
2022,2022-01-19,Ducks,0.0181,0,0.00462,0,0.17226,0,0.05568,0,0.00122,0
2022,2022-01-19,Coyotes,0,0,0,0,0.00016,0,2.0e-05,0,0,0
2022,2022-01-19,Bruins,0.19178,0,0.09226,0,0.90754,1,0.39884,0,0.0477,0
2022,2022-01-19,Sabres,2.0e-05,0,0,0,0.0004,0,6.0e-05,0,0,0
2022,2022-01-19,Hurricanes,0.37914,0,0.21026,0,0.99542,1,0.6362,1,0.12492,0
2022,2022-01-19,Blue Jackets,0.00272,0,0.00094,0,0.04022,0,0.0079,0,0.00034,0
2022,2022-01-19,Flames,0.20096,0,0.07322,0,0.82632,1,0.44312,1,0.02582,0
2022,2022-01-19,Blackhawks,0.00294,0,0.00122,0,0.03862,0,0.0083,0,0.00034,0
2022,2022-01-19,Avalanche,0.50582,1,0.34796,1,0.99866,1,0.7557,1,0.19578,1
2022,2022-01-19,Stars,0.04194,0,0.01728,0,0.33086,1,0.1013,0,0.00548,0
2022,2022-01-19,Red Wings,0.00084,0,0.0003,0,0.0177,0,0.00266,0,0.00012,0
2022,2022-01-19,Oilers,0.09982,1,0.03378,0,0.4931,1,0.23172,1,0.01088,0
2022,2022-01-19,Panthers,0.24566,0,0.1243,0,0.99186,1,0.51276,1,0.06804,0
2022,2022-01-19,Kings,0.06824,0,0.0211,0,0.45726,1,0.18354,0,0.0062,0
2022,2022-01-19,Wild,0.20938,0,0.11304,0,0.94756,1,0.4791,0,0.04936,0
2022,2022-01-19,Canadiens,0,0,0,0,4.0e-05,0,0,0,0,0
2022,2022-01-19,Devils,0.00012,0,6.0e-05,0,0.00258,0,0.00042,0,2.0e-05,0
2022,2022-01-19,Predators,0.13922,0,0.0633,0,0.8572,1,0.33756,0,0.02332,0
2022,2022-01-19,Islanders,0.03,0,0.01248,0,0.21734,0,0.07246,0,0.00572,0
2022,2022-01-19,Rangers,0.20184,1,0.08944,0,0.98006,1,0.45966,1,0.04498,0
2022,2022-01-19,Senators,0.0006,0,0.00024,0,0.0065,0,0.00154,0,6.0e-05,0
2022,2022-01-19,Flyers,0.00054,0,0.0002,0,0.00762,0,0.00172,0,2.0e-05,0
2022,2022-01-19,Penguins,0.23086,0,0.11126,0,0.95936,1,0.47742,0,0.05932,0
2022,2022-01-19,Kraken,0.00024,0,6.0e-05,0,0.00122,0,0.00044,0,4.0e-05,0
2022,2022-01-19,Sharks,0.0307,0,0.0082,0,0.26048,0,0.09064,0,0.00198,0
2022,2022-01-19,Blues,0.17552,0,0.08972,0,0.93654,1,0.42576,1,0.03578,0
2022,2022-01-19,Lightning,0.33918,1,0.18562,1,0.99492,1,0.60148,1,0.1097,0
2022,2022-01-19,Maple Leafs,0.22616,0,0.10936,0,0.97518,1,0.47328,0,0.05646,0
2022,2022-01-19,Canucks,0.04182,0,0.0135,0,0.2553,0,0.10518,0,0.00364,0
2022,2022-01-19,Golden Knights,0.39538,0,0.18326,0,0.91392,0,0.61514,0,0.08276,0
2022,2022-01-19,Jets,0.06992,0,0.02974,0,0.51054,0,0.1668,0,0.01026,0
2022,2022-01-19,Capitals,0.15054,0,0.06328,0,0.90326,1,0.3536,0,0.02974,0
2022,2022-01-18,Ducks,0.02294,0,0.00574,0,0.2273,0,0.07424,0,0.00132,0
2022,2022-01-18,Coyotes,0,0,0,0,4.0e-05,0,0,0,0,0
2022,2022-01-18,Bruins,0.18378,0,0.08744,0,0.90684,1,0.3876,0,0.04616,0
2022,2022-01-18,Sabres,2.0e-05,0,0,0,0.00038,0,6.0e-05,0,0,0
2022,2022-01-18,Hurricanes,0.38584,0,0.21154,0,0.99642,1,0.64324,1,0.12716,0
2022,2022-01-18,Blue Jackets,0.00232,0,0.00064,0,0.03182,0,0.00682,0,0.00028,0
2022,2022-01-18,Flames,0.19872,0,0.07388,0,0.82238,1,0.43936,1,0.02682,0
2022,2022-01-18,Blackhawks,0.00292,0,0.00118,0,0.03508,0,0.00806,0,0.00036,0
2022,2022-01-18,Avalanche,0.49008,1,0.33364,1,0.99744,1,0.74582,1,0.18304,1
2022,2022-01-18,Stars,0.0435,0,0.018,0,0.35292,1,0.11004,0,0.006,0
2022,2022-01-18,Red Wings,0.00088,0,0.0002,0,0.01814,0,0.00296,0,6.0e-05,0
2022,2022-01-18,Oilers,0.10178,1,0.03516,0,0.51888,1,0.2408,1,0.01232,0
2022,2022-01-18,Panthers,0.24384,0,0.12162,0,0.99224,1,0.5081,1,0.06614,0
2022,2022-01-18,Kings,0.06578,0,0.02022,0,0.43284,1,0.17208,0,0.0051,0
2022,2022-01-18,Wild,0.21464,0,0.1165,0,0.9491,1,0.4813,0,0.04852,0
2022,2022-01-18,Canadiens,0,0,0,0,2.0e-05,0,0,0,0,0
2022,2022-01-18,Devils,0.00024,0,6.0e-05,0,0.00538,0,0.0008,0,2.0e-05,0
2022,2022-01-18,Predators,0.14314,0,0.06524,0,0.86188,1,0.34326,0,0.02436,0
2022,2022-01-18,Islanders,0.03284,0,0.0136,0,0.21772,0,0.0752,0,0.00612,0
2022,2022-01-18,Rangers,0.1873,1,0.08074,0,0.9693,1,0.43406,1,0.04034,0
2022,2022-01-18,Senators,0.00048,0,0.0001,0,0.00714,0,0.00166,0,6.0e-05,0
2022,2022-01-18,Flyers,0.00032,0,0.00014,0,0.00716,0,0.00126,0,6.0e-05,0
2022,2022-01-18,Penguins,0.23078,0,0.11102,0,0.95374,1,0.47728,0,0.06004,0
2022,2022-01-18,Kraken,0.00018,0,0.0001,0,0.00126,0,0.0004,0,4.0e-05,0
2022,2022-01-18,Sharks,0.02592,0,0.00686,0,0.217,0,0.07484,0,0.00218,0
2022,2022-01-18,Blues,0.18244,0,0.09452,0,0.94042,1,0.43308,1,0.03826,0
2022,2022-01-18,Lightning,0.3305,1,0.18306,1,0.9953,1,0.59308,1,0.10828,0
2022,2022-01-18,Maple Leafs,0.24784,0,0.12732,0,0.98562,1,0.50516,0,0.07088,0
2022,2022-01-18,Canucks,0.0368,0,0.0124,0,0.20808,0,0.09042,0,0.00386,0
2022,2022-01-18,Golden Knights,0.39924,0,0.18638,0,0.92176,0,0.61762,0,0.08272,0
2022,2022-01-18,Jets,0.07192,0,0.03018,0,0.51362,0,0.16868,0,0.01034,0
2022,2022-01-18,Capitals,0.15302,0,0.06252,0,0.91278,1,0.36272,0,0.02916,0
2022,2022-01-17,Ducks,0.02424,0,0.00604,0,0.21956,0,0.07428,0,0.0014,0
2022,2022-01-17,Coyotes,2.0e-05,0,0,0,0.0001,0,2.0e-05,0,0,0
2022,2022-01-17,Bruins,0.21914,0,0.1093,0,0.94826,1,0.43982,0,0.05958,0
2022,2022-01-17,Sabres,2.0e-05,0,0,0,0.00016,0,2.0e-05,0,0,0
2022,2022-01-17,Hurricanes,0.35346,0,0.18738,0,0.99356,1,0.61516,1,0.10944,0
2022,2022-01-17,Blue Jackets,0.00278,0,0.00088,0,0.03362,0,0.00798,0,0.00032,0
2022,2022-01-17,Flames,0.16264,0,0.058,0,0.72022,1,0.37476,1,0.02048,0
2022,2022-01-17,Blackhawks,0.00198,0,0.00078,0,0.02488,0,0.00582,0,0.00028,0
2022,2022-01-17,Avalanche,0.48564,1,0.3319,1,0.9972,1,0.73402,1,0.18454,1
2022,2022-01-17,Stars,0.05854,0,0.02454,0,0.46648,1,0.14466,0,0.00852,0
2022,2022-01-17,Red Wings,0.00104,0,0.00026,0,0.02382,0,0.00394,0,0,0
2022,2022-01-17,Oilers,0.10622,1,0.03528,0,0.5118,1,0.24848,1,0.01168,0
2022,2022-01-17,Panthers,0.27436,0,0.1442,0,0.99692,1,0.55172,1,0.08004,0
2022,2022-01-17,Kings,0.08554,0,0.02634,0,0.5462,1,0.23214,0,0.008,0
2022,2022-01-17,Wild,0.21444,0,0.11768,0,0.95,1,0.47966,0,0.05052,0
2022,2022-01-17,Canadiens,0,0,0,0,0,0,0,0,0,0
2022,2022-01-17,Devils,0.00018,0,0.0001,0,0.00516,0,0.00092,0,2.0e-05,0
2022,2022-01-17,Predators,0.15706,0,0.0756,0,0.90928,1,0.37672,0,0.0285,0
2022,2022-01-17,Islanders,0.02498,0,0.01032,0,0.1717,0,0.05886,0,0.00482,0
2022,2022-01-17,Rangers,0.19372,1,0.08356,0,0.96988,1,0.4378,1,0.04088,0
2022,2022-01-17,Senators,0.00088,0,0.00034,0,0.01124,0,0.00236,0,0.0001,0
2022,2022-01-17,Flyers,0.00048,0,0.0001,0,0.00884,0,0.00182,0,0,0
2022,2022-01-17,Penguins,0.23882,0,0.1127,0,0.96222,1,0.48958,0,0.06044,0
2022,2022-01-17,Kraken,0.0001,0,2.0e-05,0,0.00082,0,0.00036,0,0,0
2022,2022-01-17,Sharks,0.02942,0,0.0079,0,0.23656,0,0.0876,0,0.00208,0
2022,2022-01-17,Blues,0.18028,0,0.09262,0,0.92888,1,0.4197,1,0.0376,0
2022,2022-01-17,Lightning,0.30538,1,0.16874,1,0.9937,1,0.55932,1,0.09818,0
2022,2022-01-17,Maple Leafs,0.23416,0,0.11848,0,0.98354,1,0.4816,0,0.06376,0
2022,2022-01-17,Canucks,0.02662,0,0.0089,0,0.15308,0,0.0666,0,0.00294,0
2022,2022-01-17,Golden Knights,0.40704,0,0.18742,0,0.92798,0,0.61688,0,0.08528,0
2022,2022-01-17,Jets,0.06022,0,0.02698,0,0.40696,0,0.1383,0,0.00976,0
2022,2022-01-17,Capitals,0.1506,0,0.06364,0,0.89738,1,0.3491,0,0.03084,0
2022,2022-01-16,Ducks,0.02422,0,0.0066,0,0.22506,0,0.07594,0,0.00158,0
2022,2022-01-16,Coyotes,0,0,0,0,2.0e-05,0,2.0e-05,0,0,0
2022,2022-01-16,Bruins,0.2229,0,0.1143,0,0.94944,1,0.4429,0,0.0616,0
2022,2022-01-16,Sabres,0,0,0,0,0.00052,0,6.0e-05,0,0,0
2022,2022-01-16,Hurricanes,0.35788,0,0.18788,0,0.99378,1,0.61036,1,0.10606,0
2022,2022-01-16,Blue Jackets,0.00266,0,0.00076,0,0.03948,0,0.00898,0,0.00028,0
2022,2022-01-16,Flames,0.15538,0,0.05732,0,0.7168,1,0.3729,1,0.02012,0
2022,2022-01-16,Blackhawks,0.0033,0,0.00124,0,0.03224,0,0.00856,0,0.0002,0
2022,2022-01-16,Avalanche,0.46814,1,0.3119,1,0.99576,1,0.72294,1,0.17426,1
2022,2022-01-16,Stars,0.05274,0,0.02202,0,0.40652,1,0.1268,0,0.008,0
2022,2022-01-16,Red Wings,0.00074,0,0.00018,0,0.01802,0,0.003,0,6.0e-05,0
2022,2022-01-16,Oilers,0.0905,1,0.03154,0,0.43864,1,0.2154,1,0.01084,0
2022,2022-01-16,Panthers,0.26464,0,0.14034,0,0.99502,1,0.53578,1,0.07738,0
2022,2022-01-16,Kings,0.10072,0,0.03272,0,0.6255,1,0.27314,0,0.00958,0
2022,2022-01-16,Wild,0.21902,0,0.11982,0,0.94134,1,0.47172,0,0.05312,0
2022,2022-01-16,Canadiens,2.0e-05,0,0,0,4.0e-05,0,2.0e-05,0,0,0
2022,2022-01-16,Devils,0.0003,0,8.0e-05,0,0.00772,0,0.00126,0,0,0
2022,2022-01-16,Predators,0.17002,0,0.08514,0,0.93046,1,0.40456,0,0.03326,0
2022,2022-01-16,Islanders,0.02398,0,0.00978,0,0.16788,0,0.05824,0,0.004,0
2022,2022-01-16,Rangers,0.19708,1,0.08402,0,0.9723,1,0.44648,1,0.04144,0
2022,2022-01-16,Senators,0.00118,0,0.00038,0,0.0164,0,0.00328,0,6.0e-05,0
2022,2022-01-16,Flyers,0.0011,0,0.00034,0,0.01606,0,0.0032,0,0.00018,0
2022,2022-01-16,Penguins,0.22334,0,0.10228,0,0.94198,1,0.46124,0,0.05488,0
2022,2022-01-16,Kraken,4.0e-05,0,2.0e-05,0,0.00062,0,0.00024,0,0,0
2022,2022-01-16,Sharks,0.0195,0,0.00556,0,0.17252,0,0.06164,0,0.00144,0
2022,2022-01-16,Blues,0.16554,0,0.07864,0,0.89796,1,0.385,1,0.03196,0
2022,2022-01-16,Lightning,0.30922,1,0.1746,1,0.99406,1,0.56958,1,0.10142,0
2022,2022-01-16,Maple Leafs,0.23952,0,0.12298,0,0.9861,1,0.49148,0,0.06708,0
2022,2022-01-16,Canucks,0.02584,0,0.00822,0,0.15432,0,0.06674,0,0.00238,0
