year,office,state,district,election_date,forecast_date,forecast_type,party,candidate,projected_voteshare,actual_voteshare,probwin,probwin_outcome
2016,President,AK,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,51.28,0.764,1
2016,President,AK,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,36.55,0.2354,0
2016,President,AK,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,5.88,0.0006,0
2016,President,AL,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,62.08,0.9993,1
2016,President,AL,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,34.36,0.0006999999999999999,0
2016,President,AL,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,2.09,0.0,0
2016,President,AR,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,60.57,0.99625,1
2016,President,AR,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,33.65,0.0037,0
2016,President,AR,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,2.64,5.0e-05,0
2016,President,AZ,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,48.08,0.6658,1
2016,President,AZ,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,44.58,0.33410000000000006,0
2016,President,AZ,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,4.08,0.0001,0
2016,President,CA,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,31.49,0.00045,0
2016,President,CA,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,61.48,0.9995499999999999,1
2016,President,CA,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,3.36,0.0,0
2016,President,CO,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,43.25,0.22445,0
2016,President,CO,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,48.16,0.7753,1
2016,President,CO,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,5.18,0.00025,0
2016,President,CT,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,40.93,0.0271,0
2016,President,CT,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,54.57,0.9728,1
2016,President,CT,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,2.96,0.0001,0
2016,President,DC,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,4.09,0.0002,0
2016,President,DC,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,90.86,0.9998,1
2016,President,DC,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,1.58,0.0,0
2016,President,DE,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,41.71,0.08535,0
2016,President,DE,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,53.09,0.9146,1
2016,President,DE,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,3.33,5.0e-05,0
2016,President,FL,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,48.6,0.44915,1
2016,President,FL,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,47.41,0.5508,0
2016,President,FL,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,2.18,5.0e-05,0
2016,President,GA,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,50.44,0.7908,1
2016,President,GA,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,45.35,0.20915,0
2016,President,GA,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,3.03,5.0e-05,0
2016,President,HI,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,30.04,0.0113,0
2016,President,HI,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,62.22,0.9886500000000001,1
2016,President,HI,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,3.72,5.0e-05,0
2016,President,IA,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,51.15,0.69765,1
2016,President,IA,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,41.74,0.30215,0
2016,President,IA,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,3.78,0.0002,0
2016,President,ID,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,59.25,0.99045,1
2016,President,ID,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,27.48,0.00935,0
2016,President,ID,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,4.1,0.0002,0
2016,President,IL,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,38.36,0.0171,0
2016,President,IL,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,55.24,0.9829000000000001,1
2016,President,IL,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,3.75,0.0,0
2016,President,IN,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,56.47,0.97465,1
2016,President,IN,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,37.46,0.0252,0
2016,President,IN,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,4.86,0.00015,0
2016,President,KS,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,56.16,0.9728999999999999,1
2016,President,KS,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,35.74,0.02685,0
2016,President,KS,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,4.64,0.00025,0
2016,President,KY,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,62.52,0.99605,1
2016,President,KY,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,32.68,0.0038999999999999994,0
2016,President,KY,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,2.79,5.0e-05,0
2016,President,LA,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,58.09,0.9946,1
2016,President,LA,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,38.45,0.0054,0
2016,President,LA,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,1.87,0.0,0
2016,President,MA,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,32.81,0.00085,0
2016,President,MA,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,60.01,0.9991,1
2016,President,MA,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,4.15,5.0e-05,0
2016,President,MD,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,33.91,0.00034999999999999994,0
2016,President,MD,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,60.33,0.9996,1
2016,President,MD,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,2.86,5.0e-05,0
2016,President,ME,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,44.87,0.17345,0
2016,President,ME,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,47.83,0.8263000000000001,1
2016,President,ME,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,5.09,0.00025,0
2016,President,ME,1,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,39.15,0.0845,0
2016,President,ME,1,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,53.96,0.91535,1
2016,President,ME,1,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,4.71,0.00015,0
2016,President,ME,2,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,51.26,0.4903,1
2016,President,ME,2,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,40.98,0.50935,0
2016,President,ME,2,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,5.52,0.00034999999999999994,0
2016,President,MI,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,47.25,0.21095,1
2016,President,MI,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,47.03,0.7889500000000002,0
2016,President,MI,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,3.57,0.0001,0
2016,President,MN,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,44.93,0.1495,0
2016,President,MN,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,46.44,0.8504,1
2016,President,MN,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,3.84,0.0001,0
2016,President,MO,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,56.38,0.9612,1
2016,President,MO,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,37.87,0.03875,0
2016,President,MO,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,3.44,5.0e-05,0
2016,President,MS,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,57.86,0.9781,1
2016,President,MS,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,40.06,0.02185,0
2016,President,MS,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,1.19,5.0e-05,0
2016,President,MT,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,55.65,0.9586,1
2016,President,MT,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,35.41,0.04100000000000001,0
2016,President,MT,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,5.59,0.0004,0
2016,President,NC,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,49.83,0.4448,1
2016,President,NC,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,46.17,0.55515,0
2016,President,NC,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,2.74,5.0e-05,0
2016,President,ND,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,62.96,0.9769,1
2016,President,ND,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,27.23,0.023,0
2016,President,ND,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,6.22,0.0001,0
2016,President,NE,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,58.75,0.97675,1
2016,President,NE,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,33.7,0.02315,0
2016,President,NE,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,4.61,0.0001,0
2016,President,NE,1,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,56.18,0.8931999999999999,1
2016,President,NE,1,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,35.46,0.10655,0
2016,President,NE,1,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,4.97,0.00025,0
2016,President,NE,2,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,47.16,0.55795,1
2016,President,NE,2,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,44.92,0.44190000000000007,0
2016,President,NE,2,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,4.54,0.00015,0
2016,President,NE,3,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,73.92,0.9917,1
2016,President,NE,3,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,19.73,0.0081,0
2016,President,NE,3,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,4.32,0.0002,0
2016,President,NH,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,46.46,0.3024,0
2016,President,NH,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,46.83,0.6975,1
2016,President,NH,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,4.14,0.0001,0
2016,President,NJ,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,41.0,0.0311,0
2016,President,NJ,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,54.99,0.9688500000000001,1
2016,President,NJ,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,1.86,5.0e-05,0
2016,President,NM,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,40.04,0.172,0
2016,President,NM,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,48.26,0.8256999999999999,1
2016,President,NM,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,9.34,0.0023,0
2016,President,NV,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,45.5,0.41725,0
2016,President,NV,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,47.92,0.58265,1
2016,President,NV,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,3.32,0.0001,0
2016,President,NY,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,36.51,0.0022,0
2016,President,NY,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,59.0,0.9978,1
2016,President,NY,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,2.29,0.0,0
2016,President,OH,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,51.31,0.64595,1
2016,President,OH,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,43.24,0.35395,0
2016,President,OH,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,3.15,0.0001,0
2016,President,OK,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,65.32,0.9995,1
2016,President,OK,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,28.93,0.00045,0
2016,President,OK,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,5.75,5.0e-05,0
2016,President,OR,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,39.09,0.06295,0
2016,President,OR,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,50.07,0.93695,1
2016,President,OR,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,4.71,0.0001,0
2016,President,PA,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,48.17,0.22949999999999998,1
2016,President,PA,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,47.46,0.77045,0
2016,President,PA,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,2.38,5.0e-05,0
2016,President,RI,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,38.9,0.0679,0
2016,President,RI,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,54.41,0.9320499999999999,1
2016,President,RI,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,3.18,5.0e-05,0
2016,President,SC,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,54.94,0.8974499999999999,1
2016,President,SC,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,40.67,0.1025,0
2016,President,SC,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,2.34,5.0e-05,0
2016,President,SD,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,61.53,0.93865,1
2016,President,SD,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,31.74,0.06105000000000001,0
2016,President,SD,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,5.63,0.0003,0
2016,President,TN,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,60.72,0.9734,1
2016,President,TN,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,34.72,0.026550000000000004,0
2016,President,TN,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,2.81,5.0e-05,0
2016,President,TX,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,52.1,0.93955,1
2016,President,TX,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,43.12,0.06045,0
2016,President,TX,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,3.15,0.0,0
2016,President,UT,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,45.05,0.83175,1
2016,President,UT,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,27.17,0.03305,0
2016,President,UT,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,3.46,0.00025,0
2016,President,UT,,2016-11-08,2016-11-08 16:00:00 -0500,live,I,Mcmullin,,21.31,0.13495,0
2016,President,VA,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,44.43,0.14495,0
2016,President,VA,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,49.75,0.855,1
2016,President,VA,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,2.97,5.0e-05,0
2016,President,VT,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,30.27,0.01935,0
2016,President,VT,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,56.68,0.98065,1
2016,President,VT,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,3.2,0.0,0
2016,President,WA,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,36.83,0.0164,0
2016,President,WA,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,52.54,0.98355,1
2016,President,WA,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,4.85,5.0e-05,0
2016,President,WI,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,47.22,0.1646,1
2016,President,WI,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,46.45,0.8353499999999999,0
2016,President,WI,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,3.58,5.0e-05,0
2016,President,WV,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,67.85,0.99725,1
2016,President,WV,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,26.18,0.0027,0
2016,President,WV,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,3.19,5.0e-05,0
2016,President,WY,,2016-11-08,2016-11-08 16:00:00 -0500,live,R,Trump,,68.17,0.98925,1
2016,President,WY,,2016-11-08,2016-11-08 16:00:00 -0500,live,D,Clinton,,21.88,0.0106,0
2016,President,WY,,2016-11-08,2016-11-08 16:00:00 -0500,live,L,Johnson,,5.19,0.00015,0
2016,President,AK,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,51.28,0.7630165999999999,1
2016,President,AK,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,36.55,0.2369833,0
2016,President,AL,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,62.08,0.9991167,1
2016,President,AL,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,34.36,0.0008833,0
2016,President,AR,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,60.57,0.9974,1
2016,President,AR,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,33.65,0.0026,0
2016,President,AZ,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,48.08,0.6617833000000001,1
2016,President,AZ,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,44.58,0.3382167,0
2016,President,CA,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,31.49,0.0004667,0
2016,President,CA,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,61.48,0.9995334,1
2016,President,CO,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,43.25,0.2177,0
2016,President,CO,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,48.16,0.7823,1
2016,President,CT,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,40.93,0.0252,0
2016,President,CT,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,54.57,0.9748,1
2016,President,DC,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,4.09,8.33e-05,0
2016,President,DC,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,90.86,0.9999167,1
2016,President,DE,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,41.71,0.08263329999999999,0
2016,President,DE,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,53.09,0.9173667000000001,1
2016,President,FL,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,48.6,0.4469833,1
2016,President,FL,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,47.41,0.5530167,0
2016,President,GA,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,50.44,0.7568332999999999,1
2016,President,GA,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,45.35,0.2431667,0
2016,President,HI,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,30.04,0.0109,0
2016,President,HI,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,62.22,0.9891,1
2016,President,IA,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,51.15,0.6992334,1
2016,President,IA,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,41.74,0.3007667,0
2016,President,ID,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,59.25,0.99235,1
2016,President,ID,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,27.48,0.0076500000000000005,0
2016,President,IL,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,38.36,0.015300000000000001,0
2016,President,IL,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,55.24,0.9847,1
2016,President,IN,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,56.47,0.9595333,1
2016,President,IN,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,37.46,0.040466699999999994,0
2016,President,KS,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,56.16,0.9744167,1
2016,President,KS,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,35.74,0.025583299999999996,0
2016,President,KY,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,62.52,1.0,1
2016,President,KY,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,32.68,0.0,0
2016,President,LA,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,58.09,0.9947833,1
2016,President,LA,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,38.45,0.005216700000000001,0
2016,President,MA,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,32.81,0.001,0
2016,President,MA,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,60.01,0.9990000000000001,1
2016,President,MD,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,33.91,0.00031669999999999995,0
2016,President,MD,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,60.33,0.9996833,1
2016,President,ME,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,44.87,0.1687333,0
2016,President,ME,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,47.83,0.8312666,1
2016,President,MI,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,47.25,0.2018,1
2016,President,MI,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,47.03,0.7982,0
2016,President,MN,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,44.93,0.1444,0
2016,President,MN,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,46.44,0.8556,1
2016,President,MO,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,56.38,0.9652333,1
2016,President,MO,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,37.87,0.0347667,0
2016,President,MS,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,57.86,0.9787334,1
2016,President,MS,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,40.06,0.0212667,0
2016,President,MT,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,55.65,0.9616,1
2016,President,MT,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,35.41,0.0384,0
2016,President,NC,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,49.83,0.4491667,1
2016,President,NC,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,46.17,0.5508333,0
2016,President,ND,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,62.96,0.9785333,1
2016,President,ND,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,27.23,0.0214667,0
2016,President,NE,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,58.75,0.9775500000000001,1
2016,President,NE,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,33.7,0.02245,0
2016,President,NH,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,46.46,0.2932333,0
2016,President,NH,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,46.83,0.7067667,1
2016,President,NJ,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,41.0,0.0281333,0
2016,President,NJ,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,54.99,0.9718667,1
2016,President,NM,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,40.04,0.1646167,0
2016,President,NM,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,48.26,0.8331333,1
2016,President,NM,,2016-11-08,2016-11-08 19:00:01 -0500,live,L,Johnson,,9.34,0.00225,0
2016,President,NV,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,45.5,0.4130167,0
2016,President,NV,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,47.92,0.5869833,1
2016,President,NY,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,36.51,0.0023333,0
2016,President,NY,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,59.0,0.9976667,1
2016,President,OH,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,51.31,0.6326833,1
2016,President,OH,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,43.24,0.3673167,0
2016,President,OK,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,65.32,0.9996833,1
2016,President,OK,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,28.93,0.00031669999999999995,0
2016,President,OR,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,39.09,0.060783300000000005,0
2016,President,OR,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,50.07,0.9392167,1
2016,President,PA,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,48.17,0.22691669999999997,1
2016,President,PA,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,47.46,0.7730833,0
2016,President,RI,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,38.9,0.0638833,0
2016,President,RI,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,54.41,0.9361167,1
2016,President,SC,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,54.94,0.8651667,1
2016,President,SC,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,40.67,0.1348333,0
2016,President,SD,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,61.53,0.9424667,1
2016,President,SD,,2016-11-08,2016-11-08 19:00:01 -0500,live,D,Clinton,,31.74,0.0575333,0
2016,President,TN,,2016-11-08,2016-11-08 19:00:01 -0500,live,R,Trump,,60.72,0.9759,1
