season,date,team1,team2,dh,prob1,prob1_outcome,prob2,prob2_outcome
2022,2022-10-05,White Sox,Twins,0,0.5441962319019726,0,0.45580376809802736,1
2022,2022-10-05,Orioles,Blue Jays,0,0.4428560656531156,0,0.5571439343468845,1
2022,2022-10-05,Pirates,Cardinals,0,0.416607267486546,1,0.583392732513454,0
2022,2022-10-05,Rangers,Yankees,0,0.3853270173048959,1,0.6146729826951041,0
2022,2022-10-05,Athletics,Angels,0,0.38904371229733314,1,0.6109562877026669,0
2022,2022-10-05,Orioles,Blue Jays,1,0.4040708898272053,1,0.5959291101727947,0
2022,2022-10-04,Dodgers,Rockies,0,0.7798276877998871,0,0.2201723122001129,1
2022,2022-10-04,Mariners,Tigers,0,0.586584748708322,1,0.413415251291678,0
2022,2022-10-04,Athletics,Angels,0,0.46539169630465727,1,0.5346083036953427,0
2022,2022-10-04,Padres,Giants,0,0.5137906391423592,1,0.48620936085764077,0
2022,2022-10-04,Astros,Phillies,0,0.6421091940672686,1,0.35789080593273137,0
2022,2022-10-04,Mets,Nationals,0,0.6574225566441342,1,0.3425774433558658,0
2022,2022-10-04,White Sox,Twins,0,0.5480387721155483,1,0.4519612278844517,0
2022,2022-10-04,Rangers,Yankees,0,0.36895564194008273,1,0.6310443580599172,0
2022,2022-10-04,Brewers,Diamondbacks,0,0.5051659441068505,1,0.49483405589314955,0
2022,2022-10-04,Red Sox,Rays,0,0.4926944901196815,1,0.5073055098803185,0
2022,2022-10-04,Marlins,Braves,0,0.39282371131426963,0,0.6071762886857304,1
2022,2022-10-04,Reds,Cubs,0,0.5054372593087552,1,0.49456274069124484,0
2022,2022-10-04,Pirates,Cardinals,0,0.40106256021007214,0,0.5989374397899279,1
2022,2022-10-04,Guardians,Royals,0,0.6405303977561052,1,0.3594696022438948,0
2022,2022-10-04,Mariners,Tigers,1,0.5925615962128972,1,0.40743840378710283,0
2022,2022-10-04,Mets,Nationals,1,0.6559135733019147,1,0.3440864266980853,0
2022,2022-10-04,Rangers,Yankees,1,0.404788721983327,0,0.595211278016673,1
2022,2022-10-03,Dodgers,Rockies,0,0.7890254536190492,0,0.2109745463809508,1
2022,2022-10-03,Athletics,Angels,0,0.4145576161744033,1,0.5854423838255967,0
2022,2022-10-03,Mariners,Tigers,0,0.6442551812372482,0,0.35574481876275177,1
2022,2022-10-03,Padres,Giants,0,0.5627877375725212,1,0.4372122624274788,0
2022,2022-10-03,Astros,Phillies,0,0.5687602634648634,0,0.4312397365351366,1
2022,2022-10-03,White Sox,Twins,0,0.5164973421874539,1,0.4835026578125461,0
2022,2022-10-03,Brewers,Diamondbacks,0,0.6806427508655181,1,0.31935724913448194,0
2022,2022-10-03,Red Sox,Rays,0,0.46372920831555764,1,0.5362707916844424,0
2022,2022-10-03,Orioles,Blue Jays,0,0.47468559152573064,0,0.5253144084742694,1
2022,2022-10-03,Rangers,Yankees,0,0.41075679593791803,0,0.589243204062082,1
2022,2022-10-03,Marlins,Braves,0,0.3714259179756441,1,0.6285740820243559,0
2022,2022-10-03,Reds,Cubs,0,0.52334534580066,1,0.47665465419934006,0
2022,2022-10-03,Pirates,Cardinals,0,0.388589765763172,1,0.6114102342368279,0
2022,2022-10-03,Guardians,Royals,0,0.6570916542016783,0,0.34290834579832175,1
2022,2022-10-02,Braves,Mets,0,0.570363907344005,1,0.429636092655995,0
2022,2022-10-02,Padres,White Sox,0,0.5776708396006947,0,0.42232916039930535,1
2022,2022-10-02,Dodgers,Rockies,0,0.7520648142123465,0,0.2479351857876535,1
2022,2022-10-02,Mariners,Athletics,0,0.6675919462399614,0,0.33240805376003857,1
2022,2022-10-02,Angels,Rangers,0,0.5668390606515447,1,0.43316093934845534,0
2022,2022-10-02,Giants,Diamondbacks,0,0.6016352232904074,1,0.3983647767095926,0
2022,2022-10-02,Cubs,Reds,0,0.6022067961872909,1,0.3977932038127091,0
2022,2022-10-02,Cardinals,Pirates,0,0.6718379924104722,0,0.32816200758952785,1
2022,2022-10-02,Brewers,Marlins,0,0.6410201378406815,0,0.35897986215931854,1
2022,2022-10-02,Astros,Rays,0,0.5788765462199102,1,0.42112345378008975,0
2022,2022-10-02,Guardians,Royals,0,0.6896110820849376,1,0.3103889179150624,0
2022,2022-10-02,Blue Jays,Red Sox,0,0.6043403732586841,1,0.39565962674131594,0
2022,2022-10-02,Yankees,Orioles,0,0.5919938920854314,0,0.4080061079145686,1
2022,2022-10-02,Nationals,Phillies,0,0.36435989753396036,0,0.6356401024660396,1
2022,2022-10-02,Tigers,Twins,0,0.5078684788356587,1,0.49213152116434133,0
2022,2022-10-01,Dodgers,Rockies,0,0.6974505858879085,1,0.30254941411209146,0
2022,2022-10-01,Angels,Rangers,0,0.5766855652017416,1,0.42331443479825837,0
2022,2022-10-01,Padres,White Sox,0,0.5034291090909566,1,0.4965708909090434,0
2022,2022-10-01,Braves,Mets,0,0.49908599904422013,1,0.5009140009557799,0
2022,2022-10-01,Astros,Rays,0,0.577629554534144,1,0.422370445465856,0
2022,2022-10-01,Cardinals,Pirates,0,0.6716540101412675,1,0.32834598985873253,0
2022,2022-10-01,Brewers,Marlins,0,0.5884881825209751,0,0.4115118174790249,1
2022,2022-10-01,Nationals,Phillies,0,0.4416346114539614,0,0.5583653885460387,1
2022,2022-10-01,Guardians,Royals,0,0.6331827670302556,0,0.36681723296974444,1
2022,2022-10-01,Tigers,Twins,0,0.46272276969733495,1,0.537277230302665,0
2022,2022-10-01,Mariners,Athletics,0,0.7086328627712392,1,0.29136713722876084,0
2022,2022-10-01,Giants,Diamondbacks,0,0.5861256915290791,0,0.4138743084709209,1
2022,2022-10-01,Blue Jays,Red Sox,0,0.6108800922872409,1,0.38911990771275906,0
2022,2022-10-01,Cubs,Reds,0,0.5350710134014047,1,0.4649289865985953,0
2022,2022-10-01,Yankees,Orioles,0,0.6736663313421057,1,0.32633366865789426,0
2022,2022-10-01,Nationals,Phillies,1,0.4693846227106347,1,0.5306153772893654,0
2022,2022-09-30,Giants,Diamondbacks,0,0.5464731692184712,1,0.4535268307815288,0
2022,2022-09-30,Dodgers,Rockies,0,0.786254233072153,1,0.21374576692784697,0
2022,2022-09-30,Padres,White Sox,0,0.6534524190517986,0,0.3465475809482014,1
2022,2022-09-30,Mariners,Athletics,0,0.6821093268980355,1,0.3178906731019645,0
2022,2022-09-30,Angels,Rangers,0,0.5765315646005046,1,0.4234684353994954,0
2022,2022-09-30,Cardinals,Pirates,0,0.6786386012343403,1,0.3213613987656597,0
2022,2022-09-30,Brewers,Marlins,0,0.602590076530874,1,0.39740992346912596,0
2022,2022-09-30,Astros,Rays,0,0.5851898821784642,0,0.41481011782153576,1
2022,2022-09-30,Braves,Mets,0,0.5350406627253615,1,0.46495933727463845,0
2022,2022-09-30,Guardians,Royals,0,0.5746157217737046,1,0.42538427822629543,0
2022,2022-09-30,Tigers,Twins,0,0.4445892803808394,0,0.5554107196191607,1
2022,2022-09-30,Blue Jays,Red Sox,0,0.6447097528244854,1,0.3552902471755146,0
2022,2022-09-30,Yankees,Orioles,0,0.6580042200589291,0,0.3419957799410709,1
2022,2022-09-30,Cubs,Reds,0,0.5605554157179881,1,0.43944458428201194,0
2022,2022-09-30,Nationals,Phillies,0,0.43960991551276535,0,0.5603900844872347,1
2022,2022-09-29,Giants,Rockies,0,0.6642362900384956,1,0.3357637099615044,0
2022,2022-09-29,Padres,Dodgers,0,0.42908501168471885,0,0.5709149883152811,1
2022,2022-09-29,Mariners,Rangers,0,0.5579685682864507,1,0.4420314317135493,0
2022,2022-09-29,Angels,Athletics,0,0.6612552253831022,1,0.3387447746168978,0
2022,2022-09-29,Brewers,Marlins,0,0.625135817247126,0,0.37486418275287403,1
2022,2022-09-29,Guardians,Rays,0,0.5072407094735267,1,0.49275929052647327,0
2022,2022-09-29,Cubs,Phillies,0,0.42685649362842276,1,0.5731435063715773,0
2022,2022-09-29,Red Sox,Orioles,0,0.5950340965301203,1,0.4049659034698797,0
2022,2022-09-29,Twins,White Sox,0,0.5166223437482524,0,0.48337765625174756,1
2022,2022-09-29,Tigers,Royals,0,0.5640458967809545,1,0.4359541032190455,0
2022,2022-09-28,Giants,Rockies,0,0.6477518407674132,1,0.3522481592325868,0
2022,2022-09-28,Padres,Dodgers,0,0.3898653563013211,0,0.610134643698679,1
2022,2022-09-28,Mariners,Rangers,0,0.5804736813562641,1,0.4195263186437359,0
2022,2022-09-28,Angels,Athletics,0,0.6255961715644716,1,0.37440382843552844,0
2022,2022-09-28,Astros,Diamondbacks,0,0.6463512309230676,0,0.35364876907693243,1
2022,2022-09-28,Twins,White Sox,0,0.5115008965523952,1,0.48849910344760483,0
2022,2022-09-28,Cubs,Phillies,0,0.4067886645135635,1,0.5932113354864366,0
2022,2022-09-28,Brewers,Cardinals,0,0.5531083929115302,1,0.44689160708846976,0
2022,2022-09-28,Red Sox,Orioles,0,0.5459502443491289,1,0.45404975565087113,0
2022,2022-09-28,Mets,Marlins,0,0.6430832633405985,1,0.3569167366594015,0
2022,2022-09-28,Blue Jays,Yankees,0,0.43190575594159003,0,0.56809424405841,1
2022,2022-09-28,Nationals,Braves,0,0.36674933908805774,1,0.6332506609119423,0
2022,2022-09-28,Tigers,Royals,0,0.5508897236418945,1,0.4491102763581055,0
2022,2022-09-28,Guardians,Rays,0,0.521496946142419,1,0.47850305385758096,0
2022,2022-09-28,Pirates,Reds,0,0.4788906690700927,1,0.5211093309299073,0
2022,2022-09-27,Giants,Rockies,0,0.615769573434786,1,0.384230426565214,0
2022,2022-09-27,Padres,Dodgers,0,0.4239468481896974,1,0.5760531518103026,0
2022,2022-09-27,Mariners,Rangers,0,0.660491472101169,0,0.339508527898831,1
2022,2022-09-27,Angels,Athletics,0,0.6068206054229528,1,0.3931793945770472,0
2022,2022-09-27,Astros,Diamondbacks,0,0.6633484647392257,1,0.3366515352607743,0
2022,2022-09-27,Twins,White Sox,0,0.5164856374596545,1,0.4835143625403455,0
2022,2022-09-27,Cubs,Phillies,0,0.432251859613752,1,0.567748140386248,0
2022,2022-09-27,Brewers,Cardinals,0,0.49010786555312386,0,0.5098921344468761,1
2022,2022-09-27,Red Sox,Orioles,0,0.5743719694632587,1,0.42562803053674125,0
2022,2022-09-27,Mets,Marlins,0,0.6416733603552945,0,0.35832663964470546,1
2022,2022-09-27,Blue Jays,Yankees,0,0.480305316460148,0,0.5196946835398519,1
2022,2022-09-27,Nationals,Braves,0,0.3965171121176136,0,0.6034828878823864,1
2022,2022-09-27,Tigers,Royals,0,0.5353096529212188,1,0.4646903470787812,0
2022,2022-09-27,Pirates,Reds,0,0.4821669147228254,1,0.5178330852771746,0
2022,2022-09-27,Guardians,Rays,0,0.5829586969056523,0,0.4170413030943477,1
2022,2022-09-26,Red Sox,Orioles,0,0.5165441853942486,0,0.4834558146057514,1
2022,2022-09-26,Blue Jays,Yankees,0,0.5112338857986769,1,0.4887661142013231,0
2022,2022-09-26,Nationals,Braves,0,0.3693857879014218,0,0.6306142120985783,1
2022,2022-09-26,Pirates,Reds,0,0.5115981404206409,1,0.4884018595793591,0
2022,2022-09-25,Yankees,Red Sox,0,0.6612431505093119,1,0.3387568494906881,0
2022,2022-09-25,Dodgers,Cardinals,0,0.5778922278354136,1,0.4221077721645864,0
2022,2022-09-25,Athletics,Mets,0,0.31355873295300196,0,0.686441267046998,1
2022,2022-09-25,Diamondbacks,Giants,0,0.4864705319710508,0,0.5135294680289493,1
2022,2022-09-25,Rockies,Padres,0,0.4554589353534568,0,0.5445410646465432,1
2022,2022-09-25,Rangers,Guardians,0,0.44865311973486643,0,0.5513468802651336,1
2022,2022-09-25,Twins,Angels,0,0.5521492954162628,0,0.4478507045837372,1
2022,2022-09-25,White Sox,Tigers,0,0.67835740446866,0,0.32164259553134,1
2022,2022-09-25,Royals,Mariners,0,0.3875377958320755,1,0.6124622041679245,0
2022,2022-09-25,Reds,Brewers,0,0.44486534692360036,1,0.5551346530763996,0
2022,2022-09-25,Marlins,Nationals,0,0.5406998503353349,0,0.45930014966466515,1
2022,2022-09-25,Pirates,Cubs,0,0.48987413035831273,0,0.5101258696416873,1
2022,2022-09-25,Rays,Blue Jays,0,0.5487526448293364,0,0.4512473551706636,1
2022,2022-09-25,Phillies,Braves,0,0.4251741842877871,0,0.5748258157122129,1
2022,2022-09-25,Orioles,Astros,0,0.39736696237001384,0,0.6026330376299862,1
2022,2022-09-24,Dodgers,Cardinals,0,0.652835992874974,1,0.34716400712502604,0
2022,2022-09-24,Rockies,Padres,0,0.3643132684203296,0,0.6356867315796704,1
2022,2022-09-24,Diamondbacks,Giants,0,0.5199812113165009,1,0.4800187886834991,0
2022,2022-09-24,Twins,Angels,0,0.5698865797830434,1,0.43011342021695664,0
2022,2022-09-24,White Sox,Tigers,0,0.6158289092480533,0,0.38417109075194666,1
2022,2022-09-24,Royals,Mariners,0,0.39818254286996774,0,0.6018174571300323,1
2022,2022-09-24,Rangers,Guardians,0,0.4506723204026157,0,0.5493276795973843,1
2022,2022-09-24,Orioles,Astros,0,0.3713126696226234,0,0.6286873303773766,1
2022,2022-09-24,Reds,Brewers,0,0.4072796022172043,0,0.5927203977827957,1
2022,2022-09-24,Pirates,Cubs,0,0.4593773911615331,1,0.5406226088384669,0
2022,2022-09-24,Rays,Blue Jays,0,0.49843712723691325,0,0.5015628727630868,1
2022,2022-09-24,Marlins,Nationals,0,0.620274435022774,1,0.379725564977226,0
2022,2022-09-24,Athletics,Mets,0,0.27697659681730413,1,0.7230234031826959,0
2022,2022-09-24,Phillies,Braves,0,0.4684702580300995,0,0.5315297419699005,1
2022,2022-09-24,Yankees,Red Sox,0,0.614357368470811,1,0.385642631529189,0
2022,2022-09-23,Dodgers,Cardinals,0,0.6391103802787622,0,0.3608896197212378,1
2022,2022-09-23,Athletics,Mets,0,0.37916579547000917,0,0.6208342045299908,1
2022,2022-09-23,Diamondbacks,Giants,0,0.4191819110355864,0,0.5808180889644137,1
2022,2022-09-23,Twins,Angels,0,0.4651041743816677,0,0.5348958256183323,1
2022,2022-09-23,White Sox,Tigers,0,0.5979290957435733,0,0.40207090425642666,1
2022,2022-09-23,Rockies,Padres,0,0.4590960336590845,1,0.5409039663409154,0
2022,2022-09-23,Royals,Mariners,0,0.5063408119883048,1,0.49365918801169517,0
2022,2022-09-23,Rangers,Guardians,0,0.5344181252845281,0,0.46558187471547186,1
2022,2022-09-23,Rays,Blue Jays,0,0.5727360398704784,1,0.4272639601295216,0
2022,2022-09-23,Phillies,Braves,0,0.5328692885875348,1,0.4671307114124652,0
2022,2022-09-23,Yankees,Red Sox,0,0.6552943422052949,1,0.3447056577947051,0
2022,2022-09-23,Orioles,Astros,0,0.427570614753551,1,0.572429385246449,0
2022,2022-09-23,Reds,Brewers,0,0.4475042341552367,0,0.5524957658447633,1
2022,2022-09-23,Marlins,Nationals,0,0.5517157346111778,1,0.44828426538882216,0
2022,2022-09-23,Pirates,Cubs,0,0.4600313515113848,0,0.5399686484886153,1
2022,2022-09-22,Dodgers,Diamondbacks,0,0.6826911436417535,1,0.31730885635824646,0
2022,2022-09-22,White Sox,Guardians,0,0.47059132325543845,0,0.5294086767445616,1
2022,2022-09-22,Phillies,Braves,0,0.43304080765879804,1,0.566959192341202,0
2022,2022-09-22,Yankees,Red Sox,0,0.585518421230474,1,0.41448157876952596,0
2022,2022-09-22,Orioles,Astros,0,0.35440360156635764,1,0.6455963984336424,0
2022,2022-09-22,Reds,Brewers,0,0.4323636297708662,0,0.5676363702291338,1
2022,2022-09-22,Rays,Blue Jays,0,0.548290574201063,1,0.451709425798937,0
2022,2022-09-22,Pirates,Cubs,0,0.49411203259850656,0,0.5058879674014934,1
2022,2022-09-22,Padres,Cardinals,0,0.5448644006108053,0,0.4551355993891947,1
2022,2022-09-22,Athletics,Mariners,0,0.370379199148857,0,0.629620800851143,1
2022,2022-09-22,Rockies,Giants,0,0.42581960017591375,0,0.5741803998240862,1
2022,2022-09-22,Royals,Twins,0,0.45999804482451406,1,0.540001955175486,0
2022,2022-09-22,Rangers,Angels,0,0.5595530064984525,1,0.4404469935015475,0
2022,2022-09-21,Dodgers,Diamondbacks,0,0.7373580375878513,0,0.26264196241214866,1
2022,2022-09-21,Athletics,Mariners,0,0.39169760388145386,1,0.6083023961185461,0
2022,2022-09-21,Padres,Cardinals,0,0.5396600289055193,1,0.46033997109448066,0
2022,2022-09-21,Rockies,Giants,0,0.4742581749548505,0,0.5257418250451495,1
2022,2022-09-21,White Sox,Guardians,0,0.5257223151002456,0,0.4742776848997544,1
2022,2022-09-21,Royals,Twins,0,0.4324899629630195,1,0.5675100370369806,0
2022,2022-09-21,Rangers,Angels,0,0.5553023039522775,1,0.44469769604772247,0
2022,2022-09-21,Orioles,Tigers,0,0.5646815912143222,1,0.43531840878567785,0
2022,2022-09-21,Yankees,Pirates,0,0.707192533398233,1,0.29280746660176704,0
2022,2022-09-21,Phillies,Blue Jays,0,0.5258277964970108,1,0.47417220350298916,0
2022,2022-09-21,Reds,Red Sox,0,0.5091561589841246,1,0.4908438410158754,0
2022,2022-09-21,Marlins,Cubs,0,0.4922002776649876,0,0.5077997223350124,1
2022,2022-09-21,Rays,Astros,0,0.464399441970445,0,0.535600558029555,1
2022,2022-09-21,Brewers,Mets,0,0.4675232502685162,1,0.5324767497314837,0
2022,2022-09-21,Braves,Nationals,0,0.6800719043516221,0,0.3199280956483779,1
2022,2022-09-20,Dodgers,Diamondbacks,0,0.7416719039047927,0,0.25832809609520735,1
2022,2022-09-20,Athletics,Mariners,0,0.3450625841138955,1,0.6549374158861045,0
2022,2022-09-20,Padres,Cardinals,0,0.5039180263328351,1,0.4960819736671649,0
2022,2022-09-20,Rockies,Giants,0,0.4958940042324618,0,0.5041059957675382,1
2022,2022-09-20,White Sox,Guardians,0,0.6089721053590295,0,0.39102789464097054,1
2022,2022-09-20,Royals,Twins,0,0.48542034221311964,1,0.5145796577868804,0
2022,2022-09-20,Rangers,Angels,0,0.47456184690643033,0,0.5254381530935697,1
2022,2022-09-20,Brewers,Mets,0,0.468922911415537,0,0.531077088584463,1
2022,2022-09-20,Braves,Nationals,0,0.7328537452165615,1,0.26714625478343845,0
2022,2022-09-20,Orioles,Tigers,0,0.586837730763327,0,0.413162269236673,1
2022,2022-09-20,Yankees,Pirates,0,0.7312305381231939,1,0.26876946187680606,0
2022,2022-09-20,Phillies,Blue Jays,0,0.4680296079276982,0,0.5319703920723018,1
2022,2022-09-20,Reds,Red Sox,0,0.5229076406103974,0,0.4770923593896026,1
2022,2022-09-20,Marlins,Cubs,0,0.5305734780456576,0,0.4694265219543424,1
2022,2022-09-20,Rays,Astros,0,0.5201230923145094,0,0.47987690768549063,1
2022,2022-09-20,Dodgers,Diamondbacks,1,0.7051475889048977,1,0.2948524110951023,0
2022,2022-09-19,Dodgers,Diamondbacks,0,0.7165148591976309,1,0.2834851408023691,0
2022,2022-09-19,Rockies,Giants,0,0.4856227697678705,0,0.5143772302321294,1
2022,2022-09-19,Brewers,Mets,0,0.48485509205903876,0,0.5151449079409612,1
2022,2022-09-19,Braves,Nationals,0,0.6957907165678463,1,0.3042092834321537,0
2022,2022-09-19,Orioles,Tigers,0,0.6347938344262986,0,0.36520616557370145,1
2022,2022-09-19,Marlins,Cubs,0,0.5229969629617789,1,0.4770030370382211,0
2022,2022-09-19,Rays,Astros,0,0.5401768237578681,0,0.45982317624213187,1
2022,2022-09-19,Angels,Mariners,0,0.4640877417988452,0,0.5359122582011548,1
2022,2022-09-19,Guardians,Twins,0,0.5101213988281332,1,0.48987860117186677,0
2022,2022-09-18,Giants,Dodgers,0,0.39233736226021065,0,0.6076626377397893,1
2022,2022-09-18,Diamondbacks,Padres,0,0.43038870733160023,0,0.5696112926683998,1
2022,2022-09-18,Angels,Mariners,0,0.4979580565128038,1,0.5020419434871962,0
2022,2022-09-18,Cubs,Rockies,0,0.5605237281458374,0,0.4394762718541626,1
2022,2022-09-18,Cardinals,Reds,0,0.6721326567289079,0,0.3278673432710921,1
2022,2022-09-18,Brewers,Yankees,0,0.39334883822197547,0,0.6066511617780246,1
2022,2022-09-18,Astros,Athletics,0,0.7365127997532087,1,0.2634872002467913,0
2022,2022-09-18,Guardians,Twins,0,0.48976556020189116,0,0.5102344397981089,1
2022,2022-09-18,Mets,Pirates,0,0.7818541347248772,1,0.2181458652751228,0
2022,2022-09-18,Blue Jays,Orioles,0,0.660181886437765,0,0.339818113562235,1
2022,2022-09-18,Red Sox,Royals,0,0.628708805168802,1,0.371291194831198,0
2022,2022-09-18,Nationals,Marlins,0,0.48454261358679773,0,0.5154573864132023,1
2022,2022-09-18,Braves,Phillies,0,0.6530587880257448,1,0.3469412119742552,0
2022,2022-09-18,Rays,Rangers,0,0.6450149722387318,1,0.35498502776126817,0
2022,2022-09-18,Tigers,White Sox,0,0.45647263827851864,0,0.5435273617214813,1
2022,2022-09-17,Angels,Mariners,0,0.5226106054086878,1,0.47738939459131224,0
2022,2022-09-17,Giants,Dodgers,0,0.34319868536435205,0,0.656801314635648,1
2022,2022-09-17,Diamondbacks,Padres,0,0.5415169004354048,0,0.4584830995645952,1
2022,2022-09-17,Braves,Phillies,0,0.5283135763503747,1,0.4716864236496253,0
2022,2022-09-17,Cardinals,Reds,0,0.6157465753209087,1,0.3842534246790913,0
2022,2022-09-17,Guardians,Twins,0,0.5049498874547962,1,0.4950501125452038,0
2022,2022-09-17,Brewers,Yankees,0,0.5130383088729222,1,0.48696169112707777,0
2022,2022-09-17,Astros,Athletics,0,0.6873823451303669,0,0.3126176548696331,1
2022,2022-09-17,Mets,Pirates,0,0.7258005784926677,1,0.27419942150733234,0
2022,2022-09-17,Tigers,White Sox,0,0.4501490295102095,0,0.5498509704897905,1
2022,2022-09-17,Rays,Rangers,0,0.5590678426518946,1,0.4409321573481054,0
2022,2022-09-17,Red Sox,Royals,0,0.5707507978488802,0,0.42924920215111984,1
2022,2022-09-17,Nationals,Marlins,0,0.518623088135186,1,0.481376911864814,0
2022,2022-09-17,Blue Jays,Orioles,0,0.6006126389212796,1,0.3993873610787204,0
2022,2022-09-17,Cubs,Rockies,0,0.5685478453087666,0,0.43145215469123344,1
2022,2022-09-17,Cardinals,Reds,1,0.6335901644458125,1,0.3664098355541875,0
2022,2022-09-17,Guardians,Twins,1,0.6148501103275168,1,0.3851498896724832,0
2022,2022-09-16,Giants,Dodgers,0,0.4175336882877704,0,0.5824663117122296,1
2022,2022-09-16,Diamondbacks,Padres,0,0.4293122527130985,0,0.5706877472869015,1
2022,2022-09-16,Angels,Mariners,0,0.4353539366153373,1,0.5646460633846627,0
2022,2022-09-16,Cardinals,Reds,0,0.6233423745316639,1,0.37665762546833614,0
2022,2022-09-16,Brewers,Yankees,0,0.45134938383078493,1,0.5486506161692151,0
2022,2022-09-16,Astros,Athletics,0,0.7719934243661073,1,0.2280065756338927,0
2022,2022-09-16,Braves,Phillies,0,0.6354533699308978,1,0.36454663006910215,0
2022,2022-09-16,Tigers,White Sox,0,0.4555066375260672,1,0.5444933624739328,0
2022,2022-09-16,Red Sox,Royals,0,0.6763605972560368,1,0.3236394027439632,0
2022,2022-09-16,Guardians,Twins,0,0.5729380427043489,1,0.4270619572956511,0
2022,2022-09-16,Mets,Pirates,0,0.6693811865034234,1,0.3306188134965766,0
2022,2022-09-16,Rays,Rangers,0,0.5756673744357282,0,0.42433262556427176,1
