season,date,team1,team2,dh,prob1,prob1_outcome,prob2,prob2_outcome
2022,2022-06-16,Nationals,Phillies,0,0.37791586697224605,0,0.622084133027754,1
2022,2022-06-16,Yankees,Rays,0,0.5315570985262761,1,0.4684429014737239,0
2022,2022-06-16,Rockies,Guardians,0,0.4384368206479018,0,0.5615631793520982,1
2022,2022-06-16,Blue Jays,Orioles,0,0.6754016542201586,0,0.32459834577984137,1
2022,2022-06-16,Cubs,Padres,0,0.36549633944268844,0,0.6345036605573116,1
2022,2022-06-16,Red Sox,Athletics,0,0.6543856503887454,0,0.3456143496112546,1
2022,2022-06-15,Dodgers,Angels,0,0.6271645490784786,1,0.37283545092152137,0
2022,2022-06-15,Rockies,Guardians,0,0.4872288535892227,0,0.5127711464107774,1
2022,2022-06-15,Cubs,Padres,0,0.503864994875132,0,0.49613500512486797,1
2022,2022-06-15,Cardinals,Pirates,0,0.6523773903066878,0,0.34762260969331216,1
2022,2022-06-15,Mets,Brewers,0,0.47952549732288546,0,0.5204745026771145,1
2022,2022-06-15,Red Sox,Athletics,0,0.6308471834936603,1,0.3691528165063397,0
2022,2022-06-15,Blue Jays,Orioles,0,0.7079470227104387,1,0.29205297728956126,0
2022,2022-06-15,Nationals,Braves,0,0.42130660924681046,0,0.5786933907531895,1
2022,2022-06-15,Yankees,Rays,0,0.5668049155189034,1,0.43319508448109656,0
2022,2022-06-15,Mariners,Twins,0,0.46493328383880095,0,0.535066716161199,1
2022,2022-06-15,Giants,Royals,0,0.6025016349375326,0,0.3974983650624674,1
2022,2022-06-15,Diamondbacks,Reds,0,0.5009947833604714,1,0.49900521663952857,0
2022,2022-06-15,Rangers,Astros,0,0.41827601279297794,0,0.5817239872070221,1
2022,2022-06-15,Tigers,White Sox,0,0.488106875866476,0,0.5118931241335241,1
2022,2022-06-15,Phillies,Marlins,0,0.6019817457617276,1,0.3980182542382724,0
2022,2022-06-14,Dodgers,Angels,0,0.6468568251679933,1,0.35314317483200675,0
2022,2022-06-14,Mariners,Twins,0,0.4940083134884568,1,0.5059916865115432,0
2022,2022-06-14,Giants,Royals,0,0.6704211551358541,1,0.3295788448641459,0
2022,2022-06-14,Diamondbacks,Reds,0,0.47724696111644477,0,0.5227530388835553,1
2022,2022-06-14,Rockies,Guardians,0,0.424257430365086,0,0.575742569634914,1
2022,2022-06-14,Rangers,Astros,0,0.48808879636981517,0,0.5119112036301848,1
2022,2022-06-14,Cubs,Padres,0,0.415169889288219,0,0.584830110711781,1
2022,2022-06-14,Cardinals,Pirates,0,0.6853273955312795,1,0.3146726044687205,0
2022,2022-06-14,Tigers,White Sox,0,0.3781522768494345,0,0.6218477231505655,1
2022,2022-06-14,Mets,Brewers,0,0.579679950372882,1,0.420320049627118,0
2022,2022-06-14,Red Sox,Athletics,0,0.6911076375186475,1,0.30889236248135254,0
2022,2022-06-14,Blue Jays,Orioles,0,0.6570493231542377,0,0.3429506768457623,1
2022,2022-06-14,Nationals,Braves,0,0.3683184991458385,0,0.6316815008541615,1
2022,2022-06-14,Phillies,Marlins,0,0.575257754232088,0,0.424742245767912,1
2022,2022-06-14,Yankees,Rays,0,0.6081380048393544,1,0.39186199516064557,0
2022,2022-06-14,Cardinals,Pirates,1,0.6088651458721513,1,0.39113485412784865,0
2022,2022-06-13,Mariners,Twins,0,0.5066844970506107,0,0.4933155029493893,1
2022,2022-06-13,Giants,Royals,0,0.618726580857736,1,0.381273419142264,0
2022,2022-06-13,Diamondbacks,Reds,0,0.5334716208753709,0,0.4665283791246291,1
2022,2022-06-13,Rangers,Astros,0,0.4210121270447166,1,0.5789878729552834,0
2022,2022-06-13,Cubs,Padres,0,0.42085495354796837,0,0.5791450464520316,1
2022,2022-06-13,Cardinals,Pirates,0,0.6267431030014741,1,0.37325689699852593,0
2022,2022-06-13,Tigers,White Sox,0,0.38959989763580744,0,0.6104001023641925,1
2022,2022-06-13,Blue Jays,Orioles,0,0.7291236555832415,1,0.27087634441675845,0
2022,2022-06-13,Nationals,Braves,0,0.42869764016029716,0,0.5713023598397029,1
2022,2022-06-13,Phillies,Marlins,0,0.5490166911991091,1,0.4509833088008909,0
2022,2022-06-12,Angels,Mets,0,0.5170508941433622,0,0.48294910585663775,1
2022,2022-06-12,Mariners,Red Sox,0,0.5593632577422492,0,0.44063674225775085,1
2022,2022-06-12,Padres,Rockies,0,0.6588623108121927,0,0.3411376891878073,1
2022,2022-06-12,Giants,Dodgers,0,0.45943455183643533,1,0.5405654481635647,0
2022,2022-06-12,Cardinals,Reds,0,0.5852507428816777,0,0.41474925711832233,1
2022,2022-06-12,Royals,Orioles,0,0.5811638416406403,0,0.4188361583593597,1
2022,2022-06-12,Astros,Marlins,0,0.6813920012623216,1,0.3186079987376784,0
2022,2022-06-12,Twins,Rays,0,0.47320633636256515,0,0.5267936636374349,1
2022,2022-06-12,White Sox,Rangers,0,0.6138015453622384,0,0.3861984546377616,1
2022,2022-06-12,Tigers,Blue Jays,0,0.4554662702824714,0,0.5445337297175286,1
2022,2022-06-12,Phillies,Diamondbacks,0,0.639710333728794,0,0.36028966627120596,1
2022,2022-06-12,Yankees,Cubs,0,0.700197192593378,1,0.299802807406622,0
2022,2022-06-12,Nationals,Brewers,0,0.4913723545552238,0,0.5086276454447762,1
2022,2022-06-12,Braves,Pirates,0,0.6657364678407213,1,0.33426353215927873,0
2022,2022-06-12,Guardians,Athletics,0,0.6371044740845587,1,0.3628955259154413,0
2022,2022-06-11,Mariners,Red Sox,0,0.4764591159647302,1,0.5235408840352698,0
2022,2022-06-11,Padres,Rockies,0,0.6619977127615773,0,0.33800228723842274,1
2022,2022-06-11,Angels,Mets,0,0.49904199830527024,1,0.5009580016947297,0
2022,2022-06-11,Yankees,Cubs,0,0.6682456095702295,1,0.3317543904297705,0
2022,2022-06-11,Giants,Dodgers,0,0.3848850138830572,1,0.6151149861169428,0
2022,2022-06-11,Royals,Orioles,0,0.5119198158097272,0,0.48808018419027277,1
2022,2022-06-11,Astros,Marlins,0,0.665718436459589,0,0.33428156354041105,1
2022,2022-06-11,Guardians,Athletics,0,0.5656898660076521,0,0.43431013399234786,1
2022,2022-06-11,Braves,Pirates,0,0.6718233826175457,1,0.3281766173824543,0
2022,2022-06-11,Tigers,Blue Jays,0,0.35671251193239106,1,0.6432874880676089,0
2022,2022-06-11,Padres,Rockies,1,0.6228888305543192,1,0.3771111694456808,0
2022,2022-06-11,Phillies,Diamondbacks,0,0.6663849598050793,1,0.3336150401949207,0
2022,2022-06-11,Nationals,Brewers,0,0.42325947168806,1,0.57674052831194,0
2022,2022-06-11,Cardinals,Reds,0,0.6240195137592549,1,0.3759804862407451,0
2022,2022-06-11,Twins,Rays,0,0.508046544643229,1,0.49195345535677104,0
2022,2022-06-11,White Sox,Rangers,0,0.5893184387755593,0,0.41068156122444066,1
2022,2022-06-10,Giants,Dodgers,0,0.4209635613859649,1,0.5790364386140351,0
2022,2022-06-10,Mariners,Red Sox,0,0.5011469307567803,0,0.4988530692432197,1
2022,2022-06-10,Padres,Rockies,0,0.6858685212591779,1,0.31413147874082215,0
2022,2022-06-10,Angels,Mets,0,0.4954432095483101,0,0.5045567904516899,1
2022,2022-06-10,Cardinals,Reds,0,0.5199166439145481,1,0.48008335608545194,0
2022,2022-06-10,Royals,Orioles,0,0.5494682165629216,1,0.45053178343707845,0
2022,2022-06-10,Astros,Marlins,0,0.5946054347699044,0,0.40539456523009565,1
2022,2022-06-10,Twins,Rays,0,0.5158786790173729,1,0.48412132098262706,0
2022,2022-06-10,White Sox,Rangers,0,0.5642172134237149,1,0.4357827865762851,0
2022,2022-06-10,Braves,Pirates,0,0.6265594914240236,1,0.37344050857597644,0
2022,2022-06-10,Guardians,Athletics,0,0.6433976423489824,1,0.35660235765101755,0
2022,2022-06-10,Tigers,Blue Jays,0,0.36160859704761944,0,0.6383914029523805,1
2022,2022-06-10,Phillies,Diamondbacks,0,0.5725244270741788,1,0.42747557292582117,0
2022,2022-06-10,Yankees,Cubs,0,0.6671781376545773,1,0.33282186234542266,0
2022,2022-06-10,Nationals,Brewers,0,0.4600984313608093,1,0.5399015686391907,0
2022,2022-06-09,Angels,Red Sox,0,0.5154916329850598,1,0.48450836701494016,0
2022,2022-06-09,Royals,Orioles,0,0.5259089835326375,1,0.4740910164673625,0
2022,2022-06-09,Twins,Yankees,0,0.4040864780269193,0,0.5959135219730807,1
2022,2022-06-09,Braves,Pirates,0,0.7179286721361677,1,0.28207132786383227,0
2022,2022-06-09,Guardians,Athletics,0,0.6074485196898174,1,0.3925514803101826,0
2022,2022-06-09,Marlins,Nationals,0,0.5023383765367911,1,0.49766162346320886,0
2022,2022-06-09,Giants,Rockies,0,0.6664242492509022,0,0.33357575074909784,1
2022,2022-06-09,White Sox,Dodgers,0,0.4749550843820567,0,0.5250449156179433,1
2022,2022-06-09,Brewers,Phillies,0,0.6085464008798038,0,0.39145359912019617,1
2022,2022-06-09,Rays,Cardinals,0,0.582777761917254,1,0.41722223808274606,0
2022,2022-06-09,Reds,Diamondbacks,0,0.5997392710528281,0,0.4002607289471719,1
2022,2022-06-08,Giants,Rockies,0,0.6191273870837982,1,0.3808726129162018,0
2022,2022-06-08,Padres,Mets,0,0.5194569446078651,1,0.48054305539213493,0
2022,2022-06-08,Angels,Red Sox,0,0.47715920432237124,0,0.5228407956776288,1
2022,2022-06-08,White Sox,Dodgers,0,0.4155232089441438,0,0.5844767910558561,1
2022,2022-06-08,Brewers,Phillies,0,0.5103160913266902,0,0.4896839086733098,1
2022,2022-06-08,Twins,Yankees,0,0.42762907247154863,1,0.5723709275284514,0
2022,2022-06-08,Guardians,Rangers,0,0.5910295111113882,1,0.40897048888861176,0
2022,2022-06-08,Braves,Athletics,0,0.6842948106114985,1,0.31570518938850145,0
2022,2022-06-08,Rays,Cardinals,0,0.605469071493499,1,0.39453092850650096,0
2022,2022-06-08,Reds,Diamondbacks,0,0.5639293065828821,0,0.4360706934171179,1
2022,2022-06-08,Astros,Mariners,0,0.5565501039213041,0,0.4434498960786959,1
2022,2022-06-08,Marlins,Nationals,0,0.6195840394041235,1,0.38041596059587646,0
2022,2022-06-08,Royals,Blue Jays,0,0.4272951877420178,1,0.5727048122579822,0
2022,2022-06-08,Pirates,Tigers,0,0.5036526026681465,0,0.4963473973318535,1
2022,2022-06-07,Giants,Rockies,0,0.6549614913032503,0,0.3450385086967497,1
2022,2022-06-07,Padres,Mets,0,0.541679388031407,1,0.458320611968593,0
2022,2022-06-07,Angels,Red Sox,0,0.4857478281450507,0,0.5142521718549493,1
2022,2022-06-07,White Sox,Dodgers,0,0.5058202620663983,1,0.4941797379336017,0
2022,2022-06-07,Brewers,Phillies,0,0.5252252441388938,0,0.4747747558611062,1
2022,2022-06-07,Astros,Mariners,0,0.6664539881941142,1,0.33354601180588583,0
2022,2022-06-07,Royals,Blue Jays,0,0.36062688046238484,0,0.6393731195376151,1
2022,2022-06-07,Guardians,Rangers,0,0.5566788665522463,0,0.4433211334477537,1
2022,2022-06-07,Twins,Yankees,0,0.4153965412248294,0,0.5846034587751706,1
2022,2022-06-07,Braves,Athletics,0,0.6639128430267696,1,0.33608715697323044,0
2022,2022-06-07,Rays,Cardinals,0,0.548042292427521,1,0.451957707572479,0
2022,2022-06-07,Orioles,Cubs,0,0.48041651864420404,1,0.519583481355796,0
2022,2022-06-07,Pirates,Tigers,0,0.5413782032158199,0,0.45862179678418014,1
2022,2022-06-07,Reds,Diamondbacks,0,0.5799422282962889,1,0.42005777170371106,0
2022,2022-06-07,Marlins,Nationals,0,0.552188770821574,1,0.447811229178426,0
2022,2022-06-07,Guardians,Rangers,1,0.564137266207243,1,0.435862733792757,0
2022,2022-06-06,Padres,Mets,0,0.5389240611583703,0,0.4610759388416297,1
2022,2022-06-06,Angels,Red Sox,0,0.5124012191983468,0,0.4875987808016532,1
2022,2022-06-06,Astros,Mariners,0,0.587779893433762,0,0.412220106566238,1
2022,2022-06-06,Royals,Blue Jays,0,0.4137392664466627,0,0.5862607335533373,1
2022,2022-06-06,Reds,Diamondbacks,0,0.5400204057557098,1,0.45997959424429025,0
2022,2022-06-05,Cubs,Cardinals,0,0.4273186097188363,0,0.5726813902811637,1
2022,2022-06-05,Dodgers,Mets,0,0.6430558105287181,0,0.3569441894712819,1
2022,2022-06-05,Athletics,Red Sox,0,0.4804475504493664,0,0.5195524495506336,1
2022,2022-06-05,Rockies,Braves,0,0.3854764782740137,0,0.6145235217259863,1
2022,2022-06-05,Rangers,Mariners,0,0.5492105191983022,0,0.4507894808016978,1
2022,2022-06-05,Royals,Astros,0,0.3807525725018619,0,0.6192474274981381,1
2022,2022-06-05,Brewers,Padres,0,0.4994608453164768,0,0.5005391546835232,1
2022,2022-06-05,Rays,White Sox,0,0.49462317163787883,0,0.5053768283621212,1
2022,2022-06-05,Marlins,Giants,0,0.46673676075329945,0,0.5332632392467005,1
2022,2022-06-05,Reds,Nationals,0,0.6255589165171905,0,0.37444108348280947,1
2022,2022-06-05,Blue Jays,Twins,0,0.5989773381123072,0,0.40102266188769276,1
2022,2022-06-05,Phillies,Angels,0,0.522962991686085,1,0.47703700831391505,0
2022,2022-06-05,Pirates,Diamondbacks,0,0.4708139427646704,1,0.5291860572353295,0
2022,2022-06-05,Orioles,Guardians,0,0.4429505742581143,0,0.5570494257418857,1
2022,2022-06-05,Yankees,Tigers,0,0.7041335324371042,1,0.2958664675628958,0
2022,2022-06-04,Dodgers,Mets,0,0.6413080441993663,0,0.35869195580063373,1
2022,2022-06-04,Rockies,Braves,0,0.4545181561695495,0,0.5454818438304505,1
2022,2022-06-04,Phillies,Angels,0,0.562389385593815,1,0.437610614406185,0
2022,2022-06-04,Cubs,Cardinals,0,0.49293303127102206,0,0.5070669687289779,1
2022,2022-06-04,Rays,White Sox,0,0.5411848115878648,0,0.4588151884121352,1
2022,2022-06-04,Royals,Astros,0,0.3740150592378287,1,0.6259849407621714,0
2022,2022-06-04,Brewers,Padres,0,0.49813708629415376,0,0.5018629137058462,1
2022,2022-06-04,Marlins,Giants,0,0.48820023434883714,1,0.5117997656511628,0
2022,2022-06-04,Reds,Nationals,0,0.5885477413861218,0,0.41145225861387824,1
2022,2022-06-04,Athletics,Red Sox,0,0.4085874944634718,0,0.5914125055365282,1
2022,2022-06-04,Pirates,Diamondbacks,0,0.551896751784805,1,0.448103248215195,0
2022,2022-06-04,Orioles,Guardians,0,0.46016490299598106,1,0.5398350970040189,0
2022,2022-06-04,Rangers,Mariners,0,0.4990118100647194,1,0.5009881899352806,0
2022,2022-06-04,Blue Jays,Twins,0,0.5956023266661219,1,0.4043976733338781,0
2022,2022-06-04,Cubs,Cardinals,1,0.5050239917924448,1,0.49497600820755516,0
2022,2022-06-04,Yankees,Tigers,0,0.7109932091396122,1,0.28900679086038783,0
2022,2022-06-03,Dodgers,Mets,0,0.5711462150627139,1,0.4288537849372861,0
2022,2022-06-03,Athletics,Red Sox,0,0.4029044126791117,0,0.5970955873208883,1
2022,2022-06-03,Rockies,Braves,0,0.3742369214513898,0,0.6257630785486101,1
2022,2022-06-03,Royals,Astros,0,0.44333386155718846,0,0.5566661384428115,1
2022,2022-06-03,Brewers,Padres,0,0.586773898409778,0,0.413226101590222,1
2022,2022-06-03,Rangers,Mariners,0,0.5016380882595354,0,0.4983619117404646,1
2022,2022-06-03,Rays,White Sox,0,0.6061672721409045,1,0.3938327278590955,0
2022,2022-06-03,Blue Jays,Twins,0,0.6047661726659593,0,0.39523382733404067,1
2022,2022-06-03,Phillies,Angels,0,0.5349896685356154,1,0.46501033146438464,0
2022,2022-06-03,Pirates,Diamondbacks,0,0.49765728923140107,0,0.5023427107685989,1
2022,2022-06-03,Orioles,Guardians,0,0.4029724266434569,0,0.5970275733565431,1
2022,2022-06-03,Yankees,Tigers,0,0.7181017913608562,1,0.28189820863914383,0
2022,2022-06-03,Marlins,Giants,0,0.49569796713448827,0,0.5043020328655117,1
2022,2022-06-03,Reds,Nationals,0,0.5857150728837913,0,0.4142849271162087,1
2022,2022-06-03,Cubs,Cardinals,0,0.4994264372311365,0,0.5005735627688634,1
2022,2022-06-02,Dodgers,Mets,0,0.634242308241362,1,0.36575769175863804,0
2022,2022-06-02,Rockies,Braves,0,0.414758818477806,0,0.5852411815221941,1
2022,2022-06-02,Cubs,Cardinals,0,0.49818104229056837,1,0.5018189577094316,0
2022,2022-06-02,Brewers,Padres,0,0.517181879886524,1,0.482818120113476,0
2022,2022-06-02,Yankees,Angels,0,0.6224407139118769,1,0.37755928608812306,0
2022,2022-06-02,Orioles,Mariners,0,0.47650715287310685,0,0.5234928471268931,1
2022,2022-06-02,Marlins,Giants,0,0.5497450581850377,1,0.4502549418149623,0
2022,2022-06-02,Reds,Nationals,0,0.5733554493112188,1,0.42664455068878115,0
2022,2022-06-02,Blue Jays,White Sox,0,0.6287957162388621,1,0.3712042837611379,0
2022,2022-06-02,Rangers,Rays,0,0.4393799082818935,0,0.5606200917181066,1
2022,2022-06-02,Tigers,Twins,0,0.45912497846127975,1,0.5408750215387202,0
2022,2022-06-02,Yankees,Angels,1,0.5765731020721382,1,0.4234268979278618,0
2022,2022-06-01,Dodgers,Pirates,0,0.6859844778072343,0,0.31401552219276574,1
2022,2022-06-01,Cubs,Brewers,0,0.47870527063710006,1,0.5212947293629,0
2022,2022-06-01,Rangers,Rays,0,0.47628665792986796,0,0.5237133420701321,1
2022,2022-06-01,Red Sox,Reds,0,0.5882240088656322,1,0.4117759911343678,0
2022,2022-06-01,Tigers,Twins,0,0.4638179542874462,1,0.5361820457125538,0
2022,2022-06-01,Blue Jays,White Sox,0,0.5173875927533846,1,0.48261240724661536,0
2022,2022-06-01,Orioles,Mariners,0,0.39843135647776656,1,0.6015686435222334,0
2022,2022-06-01,Rockies,Marlins,0,0.49261007426782094,1,0.507389925732179,0
2022,2022-06-01,Phillies,Giants,0,0.5245705969823032,1,0.47542940301769676,0
2022,2022-06-01,Diamondbacks,Braves,0,0.4543594251704074,0,0.5456405748295926,1
2022,2022-06-01,Athletics,Astros,0,0.32869412450338487,0,0.6713058754966151,1
2022,2022-06-01,Rockies,Marlins,1,0.548950690571726,0,0.45104930942827404,1
2022,2022-06-01,Cardinals,Padres,0,0.49679747362200444,1,0.5032025263779956,0
2022,2022-06-01,Guardians,Royals,0,0.5489946242947,1,0.45100537570529997,0
2022,2022-06-01,Mets,Nationals,0,0.6346565523356833,1,0.3653434476643167,0
2022,2022-05-31,Dodgers,Pirates,0,0.7571115768856114,0,0.24288842311438863,1
2022,2022-05-31,Diamondbacks,Braves,0,0.3977360138306336,1,0.6022639861693664,0
2022,2022-05-31,Athletics,Astros,0,0.43924847895726254,0,0.5607515210427374,1
2022,2022-05-31,Cubs,Brewers,0,0.4244269420118688,1,0.5755730579881312,0
2022,2022-05-31,Rangers,Rays,0,0.5128247558520586,1,0.48717524414794144,0
2022,2022-05-31,Cardinals,Padres,0,0.5245007133541763,1,0.47549928664582375,0
2022,2022-05-31,Red Sox,Reds,0,0.5489320477269448,0,0.4510679522730552,1
2022,2022-05-31,Tigers,Twins,0,0.4369131685847156,1,0.5630868314152844,0
2022,2022-05-31,Mets,Nationals,0,0.6067915580484067,1,0.3932084419515933,0
2022,2022-05-31,Blue Jays,White Sox,0,0.5676806984610412,1,0.4323193015389588,0
2022,2022-05-31,Yankees,Angels,0,0.578327292856367,1,0.42167270714363303,0
2022,2022-05-31,Orioles,Mariners,0,0.4760653415174746,0,0.5239346584825254,1
2022,2022-05-31,Phillies,Giants,0,0.5488036944658748,0,0.45119630553412515,1
2022,2022-05-31,Guardians,Royals,0,0.6031998970437253,1,0.39680010295627466,0
2022,2022-05-31,Tigers,Twins,1,0.4086345223995745,0,0.5913654776004256,1
2022,2022-05-30,Dodgers,Pirates,0,0.7479387643476136,0,0.25206123565238636,1
2022,2022-05-30,Diamondbacks,Braves,0,0.509025578517396,1,0.49097442148260395,0
2022,2022-05-30,Rangers,Rays,0,0.4227627097665559,1,0.5772372902334442,0
2022,2022-05-30,Cubs,Brewers,0,0.4831236205492425,0,0.5168763794507575,1
2022,2022-05-30,Red Sox,Orioles,0,0.6424636817833435,0,0.35753631821665655,1
2022,2022-05-30,Mets,Nationals,0,0.6082781580557491,1,0.39172184194425086,0
2022,2022-05-30,Guardians,Royals,0,0.5835446031441955,1,0.41645539685580446,0
2022,2022-05-30,Rockies,Marlins,0,0.4291774303878833,1,0.5708225696121167,0
2022,2022-05-30,Athletics,Astros,0,0.4004397965230934,0,0.5995602034769065,1
2022,2022-05-30,Phillies,Giants,0,0.4975884700619006,0,0.5024115299380993,1
2022,2022-05-30,Cardinals,Padres,0,0.5106975909306319,1,0.48930240906936806,0
2022,2022-05-30,Tigers,Twins,0,0.4353732788152115,1,0.5646267211847885,0
2022,2022-05-30,Cubs,Brewers,1,0.4843138428634385,0,0.5156861571365615,1
2022,2022-05-29,Mets,Phillies,0,0.5226363752441792,1,0.47736362475582084,0
2022,2022-05-29,Mariners,Astros,0,0.4626254862610379,0,0.5373745137389621,1
2022,2022-05-29,Diamondbacks,Dodgers,0,0.33808753369579553,0,0.6619124663042044,1
2022,2022-05-29,Padres,Pirates,0,0.6530813840086209,1,0.3469186159913791,0
2022,2022-05-29,Athletics,Rangers,0,0.4652775858397215,1,0.5347224141602784,0
2022,2022-05-29,Angels,Blue Jays,0,0.5052131561379861,0,0.4947868438620139,1
2022,2022-05-29,Cardinals,Brewers,0,0.470155071004024,0,0.529844928995976,1
2022,2022-05-29,White Sox,Cubs,0,0.5824754262323876,1,0.41752457376761243,0
2022,2022-05-29,Twins,Royals,0,0.6397261135603299,1,0.36027388643967007,0
2022,2022-05-29,Tigers,Guardians,0,0.4340876299691124,1,0.5659123700308877,0
2022,2022-05-29,Rays,Yankees,0,0.5141990195411902,1,0.4858009804588098,0
2022,2022-05-29,Red Sox,Orioles,0,0.6627451371339418,1,0.3372548628660582,0
2022,2022-05-29,Nationals,Rockies,0,0.5313290122283881,1,0.46867098777161187,0
2022,2022-05-29,Braves,Marlins,0,0.6723270407980029,1,0.3276729592019971,0
2022,2022-05-29,Reds,Giants,0,0.5216990100453878,0,0.47830098995461223,1
2022,2022-05-28,Mariners,Astros,0,0.4899103612088699,1,0.5100896387911301,0
2022,2022-05-28,Padres,Pirates,0,0.69224282605007,0,0.30775717394992996,1
2022,2022-05-28,Angels,Blue Jays,0,0.5387143040843686,0,0.4612856959156314,1
2022,2022-05-28,White Sox,Cubs,0,0.6012162978385045,0,0.3987837021614955,1
2022,2022-05-28,Diamondbacks,Dodgers,0,0.3605178009037848,0,0.6394821990962152,1
2022,2022-05-28,Mets,Phillies,0,0.5485454095441138,1,0.4514545904558862,0
2022,2022-05-28,Red Sox,Orioles,0,0.6309964768689071,0,0.36900352313109286,1
2022,2022-05-28,Nationals,Rockies,0,0.5414543799256335,0,0.4585456200743665,1
2022,2022-05-28,Tigers,Guardians,0,0.4308045460953554,0,0.5691954539046447,1
2022,2022-05-28,Braves,Marlins,0,0.5237281312484726,0,0.4762718687515274,1
2022,2022-05-28,Rays,Yankees,0,0.4528822929995526,1,0.5471177070004474,0
2022,2022-05-28,Reds,Giants,0,0.46285394434262506,1,0.5371460556573749,0
2022,2022-05-28,Athletics,Rangers,0,0.49217956784866307,0,0.5078204321513369,1
2022,2022-05-28,Cardinals,Brewers,0,0.4764168441474156,1,0.5235831558525844,0
2022,2022-05-28,Twins,Royals,0,0.594339359323868,0,0.40566064067613194,1
2022,2022-05-28,Red Sox,Orioles,1,0.6584760169976955,1,0.34152398300230447,0
2022,2022-05-28,Nationals,Rockies,1,0.5213653312891317,1,0.47863466871086835,0
2022,2022-05-27,Mariners,Astros,0,0.3754491337597518,1,0.6245508662402481,0
2022,2022-05-27,Diamondbacks,Dodgers,0,0.39945880033181613,0,0.6005411996681839,1
2022,2022-05-27,Padres,Pirates,0,0.6722703616801938,1,0.32772963831980617,0
2022,2022-05-27,Athletics,Rangers,0,0.4757900794593715,0,0.5242099205406285,1
2022,2022-05-27,Angels,Blue Jays,0,0.44781068643018196,0,0.552189313569818,1
2022,2022-05-27,Cardinals,Brewers,0,0.48120820713013995,1,0.51879179286986,0
2022,2022-05-27,Twins,Royals,0,0.6187442179811135,1,0.38125578201888655,0
2022,2022-05-27,Braves,Marlins,0,0.6091552257785171,1,0.3908447742214829,0
2022,2022-05-27,Red Sox,Orioles,0,0.6416217887185448,0,0.3583782112814552,1
2022,2022-05-27,Rays,Yankees,0,0.4818598368424009,0,0.518140163157599,1
2022,2022-05-27,Mets,Phillies,0,0.5924621372599296,1,0.4075378627400704,0
2022,2022-05-27,Reds,Giants,0,0.4468092220328745,1,0.5531907779671255,0
2022,2022-05-26,Diamondbacks,Dodgers,0,0.40079419904080904,0,0.599205800959191,1
2022,2022-05-26,Athletics,Rangers,0,0.5359294535429662,0,0.46407054645703383,1
2022,2022-05-26,Angels,Blue Jays,0,0.5791753763737946,0,0.42082462362620543,1
2022,2022-05-26,White Sox,Red Sox,0,0.47952381736844124,0,0.5204761826315587,1
2022,2022-05-26,Cardinals,Brewers,0,0.53665192037919,0,0.46334807962081004,1
2022,2022-05-26,Twins,Royals,0,0.627741833778333,0,0.37225816622166696,1
2022,2022-05-26,Braves,Phillies,0,0.5295815701711163,0,0.4704184298288837,1
2022,2022-05-26,Tigers,Guardians,0,0.5348537823631495,1,0.4651462176368505,0
2022,2022-05-26,Nationals,Rockies,0,0.519415871597701,1,0.480584128402299,0
2022,2022-05-26,Rays,Yankees,0,0.4524615157724044,0,0.5475384842275957,1
2022,2022-05-26,Reds,Cubs,0,0.5204399549561427,1,0.4795600450438573,0
2022,2022-05-25,Angels,Rangers,0,0.6282402773752048,0,0.3717597226247952,1
2022,2022-05-25,White Sox,Red Sox,0,0.5674555076632575,1,0.4325444923367425,0
2022,2022-05-25,Astros,Guardians,0,0.6002892162866691,1,0.3997107837133309,0
2022,2022-05-25,Braves,Phillies,0,0.58053167697573,1,0.41946832302426995,0
2022,2022-05-25,Yankees,Orioles,0,0.6513181382392527,1,0.34868186176074734,0
2022,2022-05-25,Reds,Cubs,0,0.5776791545793598,1,0.4223208454206402,0
2022,2022-05-25,Rays,Marlins,0,0.6421495547867911,1,0.35785044521320886,0
2022,2022-05-25,Padres,Brewers,0,0.5967285514503566,0,0.40327144854964336,1
2022,2022-05-25,Mariners,Athletics,0,0.6320851378804737,0,0.3679148621195263,1
2022,2022-05-25,Nationals,Dodgers,0,0.3373459855292464,1,0.6626540144707536,0
2022,2022-05-25,Giants,Mets,0,0.5248932729149025,1,0.4751067270850975,0
2022,2022-05-25,Twins,Tigers,0,0.6428229363139913,0,0.35717706368600866,1
2022,2022-05-25,Pirates,Rockies,0,0.5450627627437038,1,0.4549372372562962,0
2022,2022-05-24,Giants,Mets,0,0.5188980593622627,1,0.48110194063773726,0
2022,2022-05-24,Diamondbacks,Royals,0,0.6070274747374582,1,0.3929725252625418,0
2022,2022-05-24,Padres,Brewers,0,0.495560844271617,0,0.5044391557283829,1
2022,2022-05-24,Mariners,Athletics,0,0.5828343006079227,0,0.41716569939207726,1
2022,2022-05-24,Angels,Rangers,0,0.5967230863403535,1,0.40327691365964646,0
2022,2022-05-24,White Sox,Red Sox,0,0.5610440185552135,0,0.43895598144478654,1
2022,2022-05-24,Astros,Guardians,0,0.6191100878012776,1,0.38088991219872237,0
2022,2022-05-24,Cardinals,Blue Jays,0,0.4455291421134543,0,0.5544708578865457,1
2022,2022-05-24,Twins,Tigers,0,0.6757324692674445,1,0.32426753073255554,0
2022,2022-05-24,Braves,Phillies,0,0.6076621964624865,1,0.39233780353751346,0
2022,2022-05-24,Yankees,Orioles,0,0.6949368217752838,1,0.3050631782247162,0
