season,team1,team2,period,secs,prob1,prob1_outcome,prob2,prob2_outcome
2016,Fairleigh Dickinson,Florida Gulf Coast,1,1200,0.328,0,0.6719999999999999,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,1187,0.323,0,0.677,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,1164,0.313,0,0.687,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,1152,0.303,0,0.6970000000000001,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,1141,0.294,0,0.706,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,1131,0.282,0,0.718,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,1112,0.268,0,0.732,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,1105,0.263,0,0.737,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,1101,0.246,0,0.754,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,1081,0.226,0,0.774,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,1074,0.225,0,0.775,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,1069,0.216,0,0.784,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,1060,0.213,0,0.787,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,1032,0.186,0,0.8140000000000001,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,1023,0.166,0,0.834,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,1009,0.154,0,0.846,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,1002,0.173,0,0.827,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,984,0.165,0,0.835,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,977,0.152,0,0.848,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,970,0.127,0,0.873,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,945,0.111,0,0.889,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,934,0.119,0,0.881,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,918,0.12,0,0.88,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,914,0.12,0,0.88,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,903,0.111,0,0.889,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,893,0.119,0,0.881,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,879,0.119,0,0.881,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,874,0.111,0,0.889,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,858,0.094,0,0.906,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,848,0.087,0,0.913,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,840,0.092,0,0.908,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,811,0.107,0,0.893,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,797,0.113,0,0.887,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,783,0.12,0,0.88,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,766,0.127,0,0.873,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,754,0.117,0,0.883,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,734,0.101,0,0.899,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,698,0.092,0,0.908,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,691,0.072,0,0.928,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,679,0.072,0,0.928,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,674,0.06,0,0.94,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,649,0.056,0,0.944,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,626,0.046,0,0.954,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,607,0.043,0,0.957,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,582,0.048,0,0.952,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,572,0.056,0,0.944,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,552,0.056,0,0.944,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,545,0.06,0,0.94,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,526,0.079,0,0.921,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,504,0.059,0,0.9410000000000001,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,488,0.054,0,0.946,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,484,0.054,0,0.946,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,472,0.057,0,0.943,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,461,0.053,0,0.947,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,450,0.053,0,0.947,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,437,0.056,0,0.944,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,416,0.052,0,0.948,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,395,0.057,0,0.943,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,386,0.045,0,0.955,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,382,0.05,0,0.95,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,356,0.059,0,0.9410000000000001,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,328,0.043,0,0.957,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,308,0.038,0,0.962,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,296,0.041,0,0.959,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,291,0.037,0,0.963,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,281,0.031,0,0.969,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,265,0.031,0,0.969,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,259,0.028,0,0.972,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,249,0.031,0,0.969,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,245,0.028,0,0.972,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,233,0.023,0,0.977,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,212,0.019,0,0.981,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,199,0.02,0,0.98,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,186,0.017,0,0.983,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,184,0.014,0,0.986,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,160,0.014,0,0.986,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,156,0.014,0,0.986,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,145,0.017,0,0.983,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,127,0.014,0,0.986,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,114,0.017,0,0.983,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,109,0.018,0,0.982,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,103,0.017,0,0.983,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,98,0.018,0,0.982,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,93,0.023,0,0.977,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,67,0.017,0,0.983,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,44,0.015,0,0.985,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,15,0.017,0,0.983,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,2,0.015,0,0.985,1
2016,Fairleigh Dickinson,Florida Gulf Coast,1,0,0.015,0,0.985,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,1200,0.017,0,0.983,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,1179,0.017,0,0.983,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,1175,0.017,0,0.983,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,1152,0.024,0,0.976,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,1122,0.023,0,0.977,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,1120,0.026,0,0.974,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,1110,0.037,0,0.963,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,1103,0.041,0,0.959,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,1101,0.036,0,0.964,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,1100,0.036,0,0.964,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,1092,0.025,0,0.975,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,1079,0.03,0,0.97,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,1073,0.03,0,0.97,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,1062,0.033,0,0.967,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,1050,0.029,0,0.971,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,1039,0.019,0,0.981,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,1028,0.024,0,0.976,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,1014,0.023,0,0.977,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,1008,0.023,0,0.977,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,997,0.018,0,0.982,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,986,0.026,0,0.974,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,968,0.03,0,0.97,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,964,0.026,0,0.974,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,957,0.03,0,0.97,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,950,0.031,0,0.969,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,943,0.036,0,0.964,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,932,0.036,0,0.964,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,922,0.031,0,0.969,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,912,0.021,0,0.979,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,888,0.025,0,0.975,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,875,0.017,0,0.983,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,855,0.016,0,0.984,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,850,0.016,0,0.984,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,842,0.02,0,0.98,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,837,0.015,0,0.985,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,831,0.013,0,0.987,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,813,0.008,0,0.992,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,791,0.007,0,0.993,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,772,0.005,0,0.995,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,765,0.008,0,0.992,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,754,0.006,0,0.994,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,743,0.006,0,0.994,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,741,0.007,0,0.993,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,736,0.009,0,0.991,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,728,0.01,0,0.99,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,722,0.009,0,0.991,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,703,0.007,0,0.993,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,700,0.008,0,0.992,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,683,0.005,0,0.995,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,664,0.004,0,0.996,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,649,0.004,0,0.996,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,638,0.005,0,0.995,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,617,0.005,0,0.995,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,609,0.004,0,0.996,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,606,0.003,0,0.997,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,592,0.002,0,0.998,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,573,0.003,0,0.997,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,564,0.003,0,0.997,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,560,0.002,0,0.998,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,553,0.003,0,0.997,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,542,0.004,0,0.996,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,516,0.004,0,0.996,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,509,0.003,0,0.997,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,503,0.002,0,0.998,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,486,0.003,0,0.997,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,456,0.002,0,0.998,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,445,0.001,0,0.999,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,441,0.001,0,0.999,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,437,0.001,0,0.999,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,428,0.001,0,0.999,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,412,0.0,0,1.0,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,395,0.0,0,1.0,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,386,0.0,0,1.0,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,375,0.0,0,1.0,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,362,0.0,0,1.0,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,357,0.0,0,1.0,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,344,0.0,0,1.0,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,330,0.0,0,1.0,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,325,0.0,0,1.0,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,312,0.001,0,0.999,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,290,0.0,0,1.0,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,283,0.0,0,1.0,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,276,0.0,0,1.0,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,266,0.0,0,1.0,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,242,0.0,0,1.0,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,222,0.0,0,1.0,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,219,0.0,0,1.0,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,200,0.0,0,1.0,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,177,0.0,0,1.0,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,161,0.0,0,1.0,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,151,0.0,0,1.0,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,130,0.0,0,1.0,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,122,0.0,0,1.0,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,96,0.0,0,1.0,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,83,0.0,0,1.0,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,76,0.0,0,1.0,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,63,0.0,0,1.0,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,57,0.0,0,1.0,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,29,0.0,0,1.0,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,20,0.0,0,1.0,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,12,0.0,0,1.0,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,4,0.0,0,1.0,1
2016,Fairleigh Dickinson,Florida Gulf Coast,2,0,0.0,0,1.0,1
2016,Vanderbilt,Wichita State,1,1200,0.494,0,0.506,1
2016,Vanderbilt,Wichita State,1,1183,0.495,0,0.505,1
2016,Vanderbilt,Wichita State,1,1167,0.492,0,0.508,1
2016,Vanderbilt,Wichita State,1,1151,0.483,0,0.517,1
2016,Vanderbilt,Wichita State,1,1126,0.5,0,0.5,1
2016,Vanderbilt,Wichita State,1,1103,0.509,0,0.491,1
2016,Vanderbilt,Wichita State,1,1079,0.504,0,0.496,1
2016,Vanderbilt,Wichita State,1,1058,0.516,0,0.484,1
2016,Vanderbilt,Wichita State,1,1046,0.507,0,0.493,1
2016,Vanderbilt,Wichita State,1,1028,0.508,0,0.492,1
2016,Vanderbilt,Wichita State,1,1027,0.509,0,0.491,1
2016,Vanderbilt,Wichita State,1,1012,0.523,0,0.477,1
2016,Vanderbilt,Wichita State,1,1002,0.51,0,0.49,1
2016,Vanderbilt,Wichita State,1,992,0.511,0,0.489,1
2016,Vanderbilt,Wichita State,1,986,0.474,0,0.526,1
2016,Vanderbilt,Wichita State,1,970,0.543,0,0.45699999999999996,1
2016,Vanderbilt,Wichita State,1,955,0.562,0,0.43799999999999994,1
2016,Vanderbilt,Wichita State,1,941,0.604,0,0.396,1
2016,Vanderbilt,Wichita State,1,925,0.624,0,0.376,1
2016,Vanderbilt,Wichita State,1,915,0.602,0,0.398,1
2016,Vanderbilt,Wichita State,1,883,0.594,0,0.406,1
2016,Vanderbilt,Wichita State,1,867,0.634,0,0.366,1
2016,Vanderbilt,Wichita State,1,855,0.595,0,0.405,1
2016,Vanderbilt,Wichita State,1,833,0.597,0,0.403,1
2016,Vanderbilt,Wichita State,1,825,0.578,0,0.42200000000000004,1
2016,Vanderbilt,Wichita State,1,815,0.598,0,0.402,1
2016,Vanderbilt,Wichita State,1,792,0.642,0,0.358,1
2016,Vanderbilt,Wichita State,1,786,0.658,0,0.34199999999999997,1
2016,Vanderbilt,Wichita State,1,782,0.658,0,0.34199999999999997,1
2016,Vanderbilt,Wichita State,1,771,0.642,0,0.358,1
2016,Vanderbilt,Wichita State,1,748,0.602,0,0.398,1
2016,Vanderbilt,Wichita State,1,727,0.579,0,0.42100000000000004,1
2016,Vanderbilt,Wichita State,1,701,0.602,0,0.398,1
2016,Vanderbilt,Wichita State,1,687,0.583,0,0.41700000000000004,1
2016,Vanderbilt,Wichita State,1,685,0.583,0,0.41700000000000004,1
2016,Vanderbilt,Wichita State,1,676,0.536,0,0.46399999999999997,1
2016,Vanderbilt,Wichita State,1,665,0.536,0,0.46399999999999997,1
2016,Vanderbilt,Wichita State,1,652,0.517,0,0.483,1
2016,Vanderbilt,Wichita State,1,626,0.539,0,0.46099999999999997,1
2016,Vanderbilt,Wichita State,1,604,0.541,0,0.45899999999999996,1
2016,Vanderbilt,Wichita State,1,599,0.513,0,0.487,1
2016,Vanderbilt,Wichita State,1,593,0.513,0,0.487,1
2016,Vanderbilt,Wichita State,1,581,0.473,0,0.527,1
2016,Vanderbilt,Wichita State,1,573,0.481,0,0.519,1
2016,Vanderbilt,Wichita State,1,558,0.506,0,0.494,1
2016,Vanderbilt,Wichita State,1,542,0.55,0,0.44999999999999996,1
2016,Vanderbilt,Wichita State,1,533,0.506,0,0.494,1
2016,Vanderbilt,Wichita State,1,524,0.481,0,0.519,1
2016,Vanderbilt,Wichita State,1,517,0.438,0,0.562,1
2016,Vanderbilt,Wichita State,1,490,0.415,0,0.585,1
2016,Vanderbilt,Wichita State,1,484,0.435,0,0.565,1
2016,Vanderbilt,Wichita State,1,474,0.45,0,0.55,1
2016,Vanderbilt,Wichita State,1,452,0.45,0,0.55,1
2016,Vanderbilt,Wichita State,1,451,0.432,0,0.5680000000000001,1
2016,Vanderbilt,Wichita State,1,423,0.483,0,0.517,1
2016,Vanderbilt,Wichita State,1,403,0.436,0,0.5640000000000001,1
2016,Vanderbilt,Wichita State,1,382,0.479,0,0.521,1
2016,Vanderbilt,Wichita State,1,355,0.436,0,0.5640000000000001,1
2016,Vanderbilt,Wichita State,1,337,0.411,0,0.589,1
2016,Vanderbilt,Wichita State,1,329,0.366,0,0.634,1
2016,Vanderbilt,Wichita State,1,306,0.341,0,0.659,1
2016,Vanderbilt,Wichita State,1,283,0.33,0,0.6699999999999999,1
2016,Vanderbilt,Wichita State,1,263,0.339,0,0.661,1
2016,Vanderbilt,Wichita State,1,249,0.363,0,0.637,1
2016,Vanderbilt,Wichita State,1,242,0.408,0,0.5920000000000001,1
2016,Vanderbilt,Wichita State,1,211,0.431,0,0.569,1
2016,Vanderbilt,Wichita State,1,199,0.521,0,0.479,1
2016,Vanderbilt,Wichita State,1,172,0.547,0,0.45299999999999996,1
2016,Vanderbilt,Wichita State,1,163,0.546,0,0.45399999999999996,1
2016,Vanderbilt,Wichita State,1,157,0.6,0,0.4,1
2016,Vanderbilt,Wichita State,1,138,0.622,0,0.378,1
2016,Vanderbilt,Wichita State,1,129,0.601,0,0.399,1
2016,Vanderbilt,Wichita State,1,125,0.622,0,0.378,1
2016,Vanderbilt,Wichita State,1,103,0.623,0,0.377,1
2016,Vanderbilt,Wichita State,1,97,0.676,0,0.32399999999999995,1
2016,Vanderbilt,Wichita State,1,84,0.623,0,0.377,1
2016,Vanderbilt,Wichita State,1,67,0.606,0,0.394,1
2016,Vanderbilt,Wichita State,1,49,0.605,0,0.395,1
2016,Vanderbilt,Wichita State,1,45,0.588,0,0.41200000000000003,1
2016,Vanderbilt,Wichita State,1,39,0.564,0,0.43600000000000005,1
2016,Vanderbilt,Wichita State,1,35,0.507,0,0.493,1
2016,Vanderbilt,Wichita State,1,5,0.478,0,0.522,1
2016,Vanderbilt,Wichita State,1,1,0.511,0,0.489,1
2016,Vanderbilt,Wichita State,1,0,0.511,0,0.489,1
2016,Vanderbilt,Wichita State,2,1200,0.478,0,0.522,1
2016,Vanderbilt,Wichita State,2,1174,0.51,0,0.49,1
2016,Vanderbilt,Wichita State,2,1165,0.479,0,0.521,1
2016,Vanderbilt,Wichita State,2,1161,0.427,0,0.573,1
2016,Vanderbilt,Wichita State,2,1141,0.396,0,0.604,1
2016,Vanderbilt,Wichita State,2,1124,0.426,0,0.5740000000000001,1
2016,Vanderbilt,Wichita State,2,1089,0.394,0,0.606,1
2016,Vanderbilt,Wichita State,2,1066,0.302,0,0.698,1
2016,Vanderbilt,Wichita State,2,1037,0.274,0,0.726,1
2016,Vanderbilt,Wichita State,2,1034,0.274,0,0.726,1
2016,Vanderbilt,Wichita State,2,1024,0.199,0,0.8009999999999999,1
2016,Vanderbilt,Wichita State,2,1004,0.196,0,0.804,1
2016,Vanderbilt,Wichita State,2,1003,0.196,0,0.804,1
2016,Vanderbilt,Wichita State,2,998,0.174,0,0.8260000000000001,1
2016,Vanderbilt,Wichita State,2,977,0.122,0,0.878,1
2016,Vanderbilt,Wichita State,2,951,0.106,0,0.894,1
2016,Vanderbilt,Wichita State,2,939,0.106,0,0.894,1
2016,Vanderbilt,Wichita State,2,925,0.12,0,0.88,1
2016,Vanderbilt,Wichita State,2,919,0.17,0,0.83,1
2016,Vanderbilt,Wichita State,2,909,0.14,0,0.86,1
2016,Vanderbilt,Wichita State,2,900,0.123,0,0.877,1
2016,Vanderbilt,Wichita State,2,880,0.122,0,0.878,1
2016,Vanderbilt,Wichita State,2,858,0.135,0,0.865,1
2016,Vanderbilt,Wichita State,2,845,0.164,0,0.836,1
2016,Vanderbilt,Wichita State,2,827,0.162,0,0.838,1
2016,Vanderbilt,Wichita State,2,820,0.13,0,0.87,1
2016,Vanderbilt,Wichita State,2,792,0.112,0,0.888,1
2016,Vanderbilt,Wichita State,2,777,0.125,0,0.875,1
2016,Vanderbilt,Wichita State,2,761,0.18,0,0.8200000000000001,1
2016,Vanderbilt,Wichita State,2,744,0.145,0,0.855,1
2016,Vanderbilt,Wichita State,2,731,0.125,0,0.875,1
2016,Vanderbilt,Wichita State,2,705,0.142,0,0.858,1
2016,Vanderbilt,Wichita State,2,697,0.122,0,0.878,1
2016,Vanderbilt,Wichita State,2,679,0.139,0,0.861,1
2016,Vanderbilt,Wichita State,2,672,0.168,0,0.832,1
2016,Vanderbilt,Wichita State,2,656,0.192,0,0.808,1
2016,Vanderbilt,Wichita State,2,647,0.272,0,0.728,1
2016,Vanderbilt,Wichita State,2,619,0.305,0,0.6950000000000001,1
2016,Vanderbilt,Wichita State,2,613,0.267,0,0.733,1
2016,Vanderbilt,Wichita State,2,599,0.301,0,0.6990000000000001,1
2016,Vanderbilt,Wichita State,2,574,0.301,0,0.6990000000000001,1
2016,Vanderbilt,Wichita State,2,557,0.411,0,0.589,1
2016,Vanderbilt,Wichita State,2,549,0.298,0,0.702,1
2016,Vanderbilt,Wichita State,2,522,0.353,0,0.647,1
2016,Vanderbilt,Wichita State,2,500,0.352,0,0.648,1
2016,Vanderbilt,Wichita State,2,495,0.351,0,0.649,1
2016,Vanderbilt,Wichita State,2,487,0.399,0,0.601,1
2016,Vanderbilt,Wichita State,2,482,0.349,0,0.651,1
2016,Vanderbilt,Wichita State,2,471,0.396,0,0.604,1
2016,Vanderbilt,Wichita State,2,463,0.347,0,0.653,1
2016,Vanderbilt,Wichita State,2,453,0.346,0,0.654,1
2016,Vanderbilt,Wichita State,2,449,0.331,0,0.669,1
2016,Vanderbilt,Wichita State,2,441,0.287,0,0.7130000000000001,1
2016,Vanderbilt,Wichita State,2,431,0.328,0,0.6719999999999999,1
2016,Vanderbilt,Wichita State,2,417,0.326,0,0.6739999999999999,1
2016,Vanderbilt,Wichita State,2,407,0.282,0,0.718,1
2016,Vanderbilt,Wichita State,2,386,0.168,0,0.832,1
2016,Vanderbilt,Wichita State,2,372,0.14,0,0.86,1
2016,Vanderbilt,Wichita State,2,349,0.131,0,0.869,1
2016,Vanderbilt,Wichita State,2,321,0.068,0,0.9319999999999999,1
2016,Vanderbilt,Wichita State,2,297,0.05,0,0.95,1
2016,Vanderbilt,Wichita State,2,275,0.057,0,0.943,1
2016,Vanderbilt,Wichita State,2,263,0.042,0,0.958,1
2016,Vanderbilt,Wichita State,2,248,0.019,0,0.981,1
2016,Vanderbilt,Wichita State,2,233,0.013,0,0.987,1
2016,Vanderbilt,Wichita State,2,222,0.012,0,0.988,1
2016,Vanderbilt,Wichita State,2,209,0.013,0,0.987,1
2016,Vanderbilt,Wichita State,2,200,0.01,0,0.99,1
2016,Vanderbilt,Wichita State,2,187,0.008,0,0.992,1
2016,Vanderbilt,Wichita State,2,181,0.004,0,0.996,1
2016,Vanderbilt,Wichita State,2,178,0.002,0,0.998,1
2016,Vanderbilt,Wichita State,2,172,0.003,0,0.997,1
2016,Vanderbilt,Wichita State,2,165,0.003,0,0.997,1
2016,Vanderbilt,Wichita State,2,156,0.002,0,0.998,1
2016,Vanderbilt,Wichita State,2,151,0.001,0,0.999,1
2016,Vanderbilt,Wichita State,2,146,0.001,0,0.999,1
2016,Vanderbilt,Wichita State,2,141,0.0,0,1.0,1
2016,Vanderbilt,Wichita State,2,137,0.0,0,1.0,1
2016,Vanderbilt,Wichita State,2,111,0.0,0,1.0,1
2016,Vanderbilt,Wichita State,2,99,0.0,0,1.0,1
2016,Vanderbilt,Wichita State,2,67,0.0,0,1.0,1
2016,Vanderbilt,Wichita State,2,50,0.0,0,1.0,1
2016,Vanderbilt,Wichita State,2,22,0.0,0,1.0,1
2016,Vanderbilt,Wichita State,2,14,0.0,0,1.0,1
2016,Vanderbilt,Wichita State,2,0,0.0,0,1.0,1
2016,Holy Cross,Southern,1,1200,0.48,1,0.52,0
2016,Holy Cross,Southern,1,1180,0.481,1,0.519,0
